race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,race_technique_number,win_boat,win_payout,place_boat_1,place_payout_1,place_boat_2,place_payout_2
2026-02-26,12,8,1,7,1,2,13,13,1,1,100,1,100,3,130
2026-02-26,12,9,2,7,1,2,13,13,1,1,100,1,130,5,440
2026-02-26,12,10,1,11,1,2,13,13,1,1,110,1,110,4,870
2026-02-26,12,11,0,17,1,2,12,13,1,1,110,1,130,4,110
2026-02-26,12,12,2,7,1,2,12,12,1,1,100,1,100,2,150
2026-02-26,13,1,3,4,0,2,13.7,10.4,1,1,160,1,100,3,110
2026-02-26,13,2,3,6,0,2,13.9,10.5,1,1,380,1,120,5,160
2026-02-26,13,3,0,17,0,2,14.1,10.5,3,4,1070,4,280,6,710
2026-02-26,13,4,3,6,0,2,14.3,10.5,6,1,140,1,100,2,170
2026-02-26,13,5,3,6,0,2,14.7,10.6,1,1,200,1,170,4,400
2026-02-26,13,6,2,4,0,2,14.7,10.6,1,1,150,1,100,2,200
2026-02-26,13,7,2,6,0,2,15.2,10.7,3,3,450,3,300,5,250
2026-02-26,13,8,2,4,0,2,15,10.7,2,2,300,2,100,3,340
2026-02-26,13,9,3,4,0,2,15.2,10.8,1,1,100,1,100,2,210
2026-02-26,13,10,0,17,0,2,15.2,10.8,1,1,150,1,100,2,120
2026-02-26,13,11,2,6,0,2,15.3,10.9,1,1,100,1,130,2,120
2026-02-26,13,12,2,4,0,2,15.1,10.9,1,1,100,1,120,3,120
2026-02-26,14,1,2,5,2,2,11,10,1,1,120,1,100,4,290
2026-02-26,14,2,2,5,2,2,12,10,2,2,320,2,210,3,190
2026-02-26,14,3,1,5,1,1,12,10,2,2,120,2,110,1,100
2026-02-26,14,4,2,5,2,1,12,10,1,1,160,1,190,3,310
2026-02-26,14,5,2,5,2,1,12,10,3,4,1000,4,430,2,130
2026-02-26,14,6,2,5,2,1,12,10,1,1,130,1,120,3,230
2026-02-26,14,7,2,5,2,1,13,10,3,3,710,3,360,6,730
2026-02-26,14,8,1,5,1,1,13,10,3,4,520,4,400,6,1950
2026-02-26,14,9,1,5,1,1,13,10,2,2,170,2,160,6,210
2026-02-26,14,10,3,5,3,1,13,10,3,4,500,4,160,3,250
2026-02-26,14,11,3,5,3,1,13,10,3,2,940,2,850,3,450
2026-02-26,14,12,1,5,1,1,13,10,1,1,100,1,100,3,120
2026-02-26,15,1,2,15,2,2,12,10,3,3,1310,3,100,2,1950
2026-02-26,15,2,3,15,3,1,12,10,1,1,100,1,100,4,150
2026-02-26,15,3,2,15,2,1,14,10,1,1,100,1,100,2,150
2026-02-26,15,4,3,15,3,1,13,10,2,,,6,500,1,100
2026-02-26,15,5,2,3,2,1,14,10,1,1,110,1,100,3,300
2026-02-26,15,6,3,5,3,1,14,10,3,5,370,5,210,3,160
2026-02-26,15,7,2,3,2,1,13,10,5,2,340,2,100,1,100
2026-02-26,15,8,2,3,2,1,13,10,1,1,140,1,100,4,190
2026-02-26,15,9,2,3,2,1,12,10,1,1,110,1,100,3,130
2026-02-26,15,10,1,3,1,1,12,10,1,1,110,1,120,3,150
2026-02-26,15,11,1,5,1,1,12,10,1,1,280,1,110,3,110
2026-02-26,15,12,1,15,1,1,12,10,1,1,120,1,100,2,140
2026-02-26,16,1,3,11,3,1,11,11,3,3,520,3,590,2,590
2026-02-26,16,2,4,11,3,1,11,11,2,2,200,2,110,1,110
2026-02-26,16,3,3,11,3,1,11,11,3,6,230,6,190,4,140
2026-02-26,16,4,4,11,3,2,12,11,1,1,310,1,160,3,110
2026-02-26,16,5,3,11,3,2,12,11,1,1,270,1,150,4,140
2026-02-26,16,6,2,11,3,1,12,11,1,1,110,1,100,4,190
2026-02-26,16,7,4,11,3,2,12,11,1,1,260,1,260,3,140
2026-02-26,16,8,3,11,3,1,12,11,1,1,150,1,180,4,240
2026-02-26,16,9,3,11,3,1,13,11,1,1,160,1,110,3,230
2026-02-26,16,10,2,11,3,1,13,11,1,1,150,1,110,5,380
2026-02-26,16,11,2,13,3,1,13,11,4,4,990,4,160,1,100
2026-02-26,16,12,2,11,3,1,13,11,4,3,710,3,150,1,100
2026-02-26,19,1,2,13,2,2,12,12,3,2,280,2,280,4,330
2026-02-26,19,2,1,13,1,2,12,12,2,2,900,2,330,1,100
2026-02-26,19,3,1,9,1,2,13,12,5,6,570,6,130,5,240
2026-02-26,19,4,2,11,2,2,13,12,2,2,460,2,120,1,140
2026-02-26,19,5,1,11,1,2,13,12,1,1,100,1,100,3,250
2026-02-26,19,6,1,9,1,2,13,12,3,4,470,4,250,3,250
2026-02-26,19,7,1,9,1,2,13,12,5,1,140,1,230,3,410
2026-02-26,19,8,1,7,1,2,13,12,3,4,1700,4,1070,5,740
2026-02-26,19,9,1,9,1,2,13,12,2,2,5270,2,260,1,100
2026-02-26,19,10,1,9,1,2,12,12,1,2,380,2,200,3,130
2026-02-26,19,11,2,7,2,2,12,12,2,2,410,2,120,1,110
2026-02-26,19,12,2,5,2,2,12,12,2,4,1630,4,430,2,220
2026-02-26,21,1,0,17,1,2,11,12,3,4,770,4,400,1,100
2026-02-26,21,2,0,17,1,2,12,12,1,1,150,1,170,2,290
2026-02-26,21,3,2,11,2,2,12,12,3,4,430,4,350,5,190
2026-02-26,21,4,3,11,3,2,13,12,1,1,120,1,100,4,120
2026-02-26,21,5,2,11,2,2,13,12,1,1,130,1,100,4,140
2026-02-26,21,6,2,11,2,2,13,12,4,3,150,3,130,2,360
2026-02-26,21,7,3,11,3,2,14,12,3,4,260,4,120,2,220
2026-02-26,21,8,3,13,3,2,14,12,1,1,330,1,100,3,100
2026-02-26,21,9,2,13,2,2,15,12,4,5,440,5,350,1,100
2026-02-26,21,10,3,11,3,1,15,12,1,1,110,1,100,4,170
2026-02-26,21,11,3,9,3,1,15,12,4,3,540,3,190,1,100
2026-02-26,21,12,4,11,4,1,15,12,1,1,100,1,100,3,100
2026-02-26,23,1,2,6,2,1,13,11,1,1,130,1,100,2,430
2026-02-26,23,2,3,6,3,1,13,11,1,1,100,1,190,2,290
2026-02-26,23,3,4,6,4,1,14,11,1,1,110,1,110,2,210
2026-02-26,23,4,5,6,5,1,14,11,3,3,140,3,140,1,200
2026-02-26,23,5,6,6,6,1,14,11,2,4,430,4,160,1,100
2026-02-26,23,6,5,6,5,1,14,11,3,3,530,3,100,2,100
2026-02-26,23,7,5,6,5,1,14,11,3,4,190,4,210,5,610
2026-02-26,23,8,5,6,5,1,15,11,1,1,250,1,220,6,310
2026-02-26,23,9,5,6,5,1,15,11,5,3,250,3,150,1,120
2026-02-26,23,10,6,6,6,1,15,11,1,1,280,1,210,3,360
2026-02-26,23,11,6,4,6,1,14,11,2,4,850,4,160,3,160
2026-02-26,23,12,6,4,6,1,15,11,1,1,140,1,100,3,100
2026-02-26,24,1,1,9,1,1,16,12,3,3,620,3,350,2,100
2026-02-26,24,2,1,9,1,1,16,12,1,1,280,1,100,3,110
2026-02-26,24,3,1,9,1,1,16,12,3,2,950,2,130,5,100
2026-02-26,24,4,2,5,1,1,15,12,5,1,130,1,100,2,100
2026-02-26,24,5,2,5,1,2,15,12,1,1,180,1,250,3,500
2026-02-26,24,6,2,5,1,2,15,12,3,4,310,4,120,1,120
2026-02-26,24,7,2,5,1,2,14,12,3,3,930,3,1450,2,850
2026-02-26,24,8,2,5,1,2,14,12,1,1,130,1,110,4,240
2026-02-26,24,9,2,5,1,2,13,12,1,1,240,1,330,3,1820
2026-02-26,24,10,1,5,1,2,13,12,4,3,730,3,100,1,100
2026-02-26,24,11,2,5,1,2,13,12,1,1,100,1,100,3,120
2026-02-26,24,12,1,3,1,2,13,12,4,3,880,3,240,4,150
2026-02-27,1,1,3,10,2,2,13,9,3,3,140,3,120,4,160
2026-02-27,1,2,2,12,1,2,13,9,1,1,290,1,100,3,150
2026-02-27,1,3,3,12,2,2,13,9,4,3,170,3,100,2,150
2026-02-27,1,4,2,12,1,2,13,9,3,4,220,4,220,2,120
2026-02-27,1,5,1,12,1,2,12,9,1,1,110,1,100,2,100
2026-02-27,1,6,1,12,1,2,12,9,1,1,120,1,100,3,290
2026-02-27,1,7,1,12,1,2,12,9,1,1,100,1,100,2,160
2026-02-27,1,8,0,17,0,2,11,9,1,1,100,1,100,2,120
2026-02-27,1,9,1,4,1,2,11,9,1,1,160,1,100,4,100
2026-02-27,1,10,0,17,0,2,10,9,3,4,970,4,240,6,520
2026-02-27,1,11,0,17,0,2,10,9,1,1,110,1,100,3,120
2026-02-27,1,12,0,17,0,2,10,9,4,5,2080,5,200,1,140
2026-02-27,2,1,2,10,2,2,12,10,5,2,660,2,140,3,200
2026-02-27,2,2,2,10,1,2,13,10,3,3,360,3,180,2,130
2026-02-27,2,3,0,17,0,2,13,10,4,3,1440,3,460,2,240
2026-02-27,2,4,0,17,0,2,14,10,3,5,720,5,300,6,390
2026-02-27,2,5,0,17,0,2,14,10,1,1,210,1,100,6,1950
2026-02-27,2,6,1,10,1,1,14,11,1,1,450,1,110,6,100
2026-02-27,2,7,0,17,0,1,15,11,1,1,150,1,100,2,730
2026-02-27,2,8,2,12,1,2,15,11,4,6,1480,6,1080,1,130
2026-02-27,2,9,0,17,0,2,15,11,1,1,470,1,150,5,190
2026-02-27,2,10,0,17,0,2,15,11,1,1,190,1,120,4,130
2026-02-27,2,11,0,17,0,2,15,11,3,4,1510,4,340,1,100
2026-02-27,2,12,0,17,0,2,15,11,1,1,140,1,100,6,760
2026-02-27,5,1,3,15,2,1,15,13,3,2,730,2,410,1,120
2026-02-27,5,2,2,3,1,1,15,13,1,1,190,1,210,2,340
2026-02-27,5,3,3,3,2,1,15,13,2,4,450,4,150,3,320
2026-02-27,5,4,2,3,1,1,15,13,2,3,580,3,180,2,150
2026-02-27,5,5,2,15,1,1,15,14,2,2,450,2,110,1,130
2026-02-27,5,6,2,3,1,1,16,13,1,1,570,1,200,3,330
2026-02-27,5,7,2,1,1,1,16,14,6,3,190,3,110,1,100
2026-02-27,5,8,2,3,1,1,16,14,1,1,100,1,100,6,520
2026-02-27,5,9,2,3,1,1,16,14,1,1,130,1,130,3,190
2026-02-27,5,10,3,3,2,2,16,13,1,1,130,1,110,2,150
2026-02-27,5,11,1,1,1,2,16,13,1,1,210,1,240,3,320
2026-02-27,5,12,2,3,1,2,16,13,1,1,100,1,100,2,180
2026-02-27,8,1,1,13,1,2,13,12,3,4,450,4,150,1,110
2026-02-27,8,2,1,9,1,2,13,12,3,3,220,3,190,5,130
2026-02-27,8,3,1,9,1,2,13,13,1,3,120,3,300,4,870
2026-02-27,8,4,1,9,1,2,14,13,1,1,150,1,100,2,330
2026-02-27,8,5,1,13,1,2,14,13,1,1,170,1,170,2,600
2026-02-27,8,6,1,13,1,2,14,13,4,4,180,4,150,1,130
2026-02-27,8,7,1,13,1,2,14,13,2,2,1330,2,670,3,100
2026-02-27,8,8,1,11,1,2,14,13,1,6,390,6,150,2,190
2026-02-27,8,9,1,11,1,2,14,13,1,1,200,1,160,2,240
2026-02-27,8,10,1,11,1,2,14,13,5,2,500,2,210,4,160
2026-02-27,8,11,1,9,1,2,14,13,4,3,330,3,110,1,110
2026-02-27,8,12,1,11,0,2,14,13,1,1,200,1,100,4,130
2026-02-27,11,1,1,7,1,1,10,10,4,3,450,3,100,1,100
2026-02-27,11,2,0,17,1,1,10,10,4,3,250,3,100,1,130
2026-02-27,11,3,0,17,1,1,11,10,1,1,100,1,150,3,220
2026-02-27,11,4,0,17,1,1,11,10,4,5,1770,5,360,6,650
2026-02-27,11,5,0,17,1,2,10,10,1,1,140,1,110,3,100
2026-02-27,11,6,0,17,1,2,11,10,1,1,160,1,130,2,380
2026-02-27,11,7,1,9,1,2,11,10,1,1,110,1,160,2,490
2026-02-27,11,8,0,17,1,2,10,10,1,1,110,1,160,5,300
2026-02-27,11,9,1,3,1,2,11,10,1,1,180,1,130,3,170
2026-02-27,11,10,1,7,1,2,11,10,1,1,100,1,130,2,140
2026-02-27,11,11,0,17,1,2,11,10,1,1,130,1,100,4,150
2026-02-27,11,12,0,17,1,2,11,10,1,1,110,1,100,3,220
2026-02-27,12,1,0,17,1,2,16,13,1,1,120,1,100,2,100
2026-02-27,12,2,2,13,1,2,15,13,1,1,240,1,100,3,150
2026-02-27,12,3,2,13,1,2,15,13,3,3,830,3,320,5,410
2026-02-27,12,4,2,13,1,2,15,13,3,2,680,2,110,5,260
2026-02-27,12,5,0,17,1,3,15,13,5,2,1030,2,220,1,100
2026-02-27,12,6,0,17,1,3,14,13,4,4,1810,4,670,6,370
2026-02-27,12,7,0,17,1,3,14,13,1,1,130,1,110,4,160
2026-02-27,12,8,0,17,1,3,14,13,5,1,100,1,130,5,240
2026-02-27,12,9,0,17,1,3,13,13,5,2,710,2,250,5,1040
2026-02-27,12,10,0,17,1,3,13,13,1,1,100,1,100,2,230
2026-02-27,12,11,0,17,1,3,13,13,1,1,120,1,100,2,250
2026-02-27,12,12,0,17,1,3,13,13,1,1,220,1,100,3,110
2026-02-27,13,1,3,4,0,1,15.6,10.7,4,3,180,3,100,1,110
2026-02-27,13,2,3,4,0,1,15.6,10.7,3,4,430,4,140,5,290
2026-02-27,13,3,3,4,0,2,15.9,10.8,4,6,3790,6,800,1,650
2026-02-27,13,4,2,4,0,2,16,10.8,2,6,1110,6,2230,1,690
2026-02-27,13,5,0,17,0,2,16.3,10.8,4,5,140,5,170,4,430
2026-02-27,13,6,0,17,0,2,16.5,10.9,1,1,120,1,120,3,130
2026-02-27,13,7,1,12,0,2,16.5,10.9,4,3,290,3,330,5,110
2026-02-27,13,8,2,12,0,2,15.7,10.9,4,3,700,3,180,1,120
2026-02-27,13,9,1,12,0,2,16,10.9,1,1,100,1,180,4,500
2026-02-27,13,10,2,12,0,2,16.2,10.9,5,4,460,4,550,1,110
2026-02-27,13,11,0,17,0,2,16,10.9,1,1,160,1,180,3,330
2026-02-27,13,12,2,14,0,2,15.6,10.9,1,1,110,1,110,2,200
2026-02-27,14,1,3,13,3,2,14,10,3,4,1170,4,940,6,880
2026-02-27,14,2,3,13,3,2,14,10,3,2,360,2,160,4,150
2026-02-27,14,3,3,11,3,2,14,10,6,1,100,1,100,2,110
2026-02-27,14,4,4,13,4,2,15,10,4,3,220,3,200,5,310
2026-02-27,14,5,2,13,2,2,15,10,1,1,140,1,110,4,150
2026-02-27,14,6,3,11,3,2,15,10,1,1,130,1,100,3,140
2026-02-27,14,7,2,13,2,2,15,10,2,2,560,2,280,3,100
2026-02-27,14,8,3,13,3,2,16,10,1,1,190,1,260,4,910
2026-02-27,14,9,3,3,3,2,13,10,1,1,110,1,100,6,420
2026-02-27,14,10,2,5,2,3,13,10,2,2,240,2,140,1,170
2026-02-27,14,11,2,5,2,3,12,10,5,3,370,3,130,1,100
2026-02-27,14,12,1,3,1,3,12,10,1,1,130,1,100,3,100
2026-02-27,16,1,1,7,1,2,11,11,4,3,380,3,130,2,120
2026-02-27,16,2,1,3,1,2,12,11,2,4,650,4,110,6,280
2026-02-27,16,3,2,11,3,2,12,11,1,1,100,1,180,5,570
2026-02-27,16,4,2,3,3,2,12,11,4,3,1200,3,270,1,130
2026-02-27,16,5,2,15,3,3,12,11,1,1,210,1,140,4,470
2026-02-27,16,6,4,13,3,3,12,11,1,1,120,1,100,3,300
2026-02-27,16,7,3,13,3,3,12,11,1,1,110,1,110,2,130
2026-02-27,16,8,2,13,3,3,12,11,4,4,1070,4,960,3,130
2026-02-27,16,9,1,11,1,2,12,11,1,1,140,1,130,3,150
2026-02-27,16,10,0,17,1,3,12,11,1,1,110,1,100,4,100
2026-02-27,16,11,1,3,1,3,12,11,1,1,120,1,100,5,270
2026-02-27,16,12,0,17,1,3,12,11,6,2,180,2,100,4,120
2026-02-27,18,1,1,1,1,3,12,12,1,1,100,1,100,5,240
2026-02-27,18,2,1,3,1,3,12,11,1,1,120,1,110,2,260
2026-02-27,18,3,1,3,1,3,12,12,1,1,140,1,100,4,300
2026-02-27,18,4,2,1,2,3,12,12,1,1,100,1,100,4,440
2026-02-27,18,5,2,3,2,3,12,11,4,5,1960,5,360,1,190
2026-02-27,18,6,2,3,2,3,12,12,1,1,450,1,130,2,160
2026-02-27,18,7,1,1,1,3,12,12,3,4,340,4,630,,
2026-02-27,18,8,1,3,1,3,12,12,5,2,190,2,110,1,100
2026-02-27,18,9,1,3,1,3,12,11,1,1,200,1,120,3,130
2026-02-27,18,10,1,3,1,3,12,11,4,4,260,4,120,2,210
2026-02-27,18,11,1,3,1,3,12,11,1,1,120,1,160,2,670
2026-02-27,18,12,1,3,1,3,12,11,1,1,100,1,100,4,190
2026-02-27,19,1,3,5,3,3,13,12,1,1,150,1,100,2,150
2026-02-27,19,2,3,3,3,3,13,12,1,1,100,1,100,2,180
2026-02-27,19,3,4,3,4,3,12,12,4,4,120,4,100,2,110
2026-02-27,19,4,3,3,3,3,12,12,3,4,230,4,250,3,250
2026-02-27,19,5,3,3,3,3,12,12,2,2,880,2,260,1,110
2026-02-27,19,6,3,3,3,3,12,12,1,1,230,1,120,4,200
2026-02-27,19,7,3,3,3,3,12,12,2,4,260,4,140,5,180
2026-02-27,19,8,5,3,5,2,13,12,2,2,970,2,250,3,180
2026-02-27,19,9,5,5,5,2,13,12,1,1,160,1,120,5,380
2026-02-27,19,10,5,5,5,2,12,12,1,1,100,1,100,4,190
2026-02-27,19,11,4,3,4,2,12,12,1,1,110,1,100,2,200
2026-02-27,19,12,3,3,3,2,12,12,1,1,130,1,100,2,100
2026-02-27,23,1,1,4,1,3,11,12,1,1,110,1,110,2,100
2026-02-27,23,2,1,4,1,3,12,12,1,1,150,1,120,4,100
2026-02-27,23,3,2,4,2,3,12,12,1,1,110,1,100,4,140
2026-02-27,23,4,2,4,2,3,12,12,3,4,290,4,120,3,170
2026-02-27,23,5,2,4,2,3,12,12,1,1,100,1,100,6,100
2026-02-27,23,6,2,4,2,3,12,12,1,1,100,1,110,2,260
2026-02-27,23,7,2,4,2,3,12,12,5,1,290,1,150,4,310
2026-02-27,23,8,3,4,3,3,12,12,1,1,190,1,100,3,330
2026-02-27,23,9,4,4,4,3,12,12,1,1,120,1,100,4,330
2026-02-27,23,10,4,4,4,3,12,12,5,1,210,1,170,2,400
2026-02-27,23,11,5,4,5,3,12,12,1,1,100,1,100,2,120
2026-02-27,23,12,5,4,5,3,12,12,1,1,100,1,100,2,160
2026-02-27,24,1,1,9,1,3,13,12,4,4,610,4,420,5,1460
2026-02-27,24,2,1,9,1,3,12,12,1,1,100,1,140,4,200
2026-02-27,24,3,2,11,1,3,12,12,4,5,690,5,290,2,270
2026-02-27,24,4,2,11,1,3,12,12,2,3,190,3,300,2,290
2026-02-27,24,5,0,17,1,3,12,12,4,3,160,3,130,2,270
2026-02-27,24,6,1,3,1,3,12,12,1,1,190,1,170,2,280
2026-02-27,24,7,6,11,5,3,12,12,1,1,1020,1,410,3,290
2026-02-27,24,8,5,11,4,2,13,12,1,1,100,1,100,2,250
2026-02-27,24,9,4,9,3,2,13,12,1,1,110,1,100,4,120
2026-02-27,24,10,4,9,3,2,13,12,1,1,110,1,100,2,130
2026-02-27,24,11,5,11,4,2,13,12,1,1,100,1,100,3,150
2026-02-27,24,12,5,11,4,2,13,12,3,6,170,6,220,1,100
2026-02-28,1,1,9,2,8,1,13,9,2,2,370,2,170,1,100
2026-02-28,1,2,9,4,8,1,12,9,1,1,220,1,250,5,360
2026-02-28,1,3,8,4,8,1,12,9,1,1,200,1,150,2,150
2026-02-28,1,4,8,2,8,1,11,9,3,3,320,3,340,2,170
2026-02-28,1,5,9,4,10,1,11,9,1,1,510,1,170,4,130
2026-02-28,1,6,9,2,8,1,10,9,1,1,140,1,110,3,130
2026-02-28,1,7,9,2,10,1,9,9,4,4,1020,4,1400,5,1400
2026-02-28,1,8,,,,,,,,,,,,,
2026-02-28,1,9,,,,,,,,,,,,,
2026-02-28,1,10,,,,,,,,,,,,,
2026-02-28,1,11,,,,,,,,,,,,,
2026-02-28,1,12,,,,,,,,,,,,,
2026-02-28,2,1,4,6,3,1,17,11,3,2,330,2,260,4,330
2026-02-28,2,2,7,6,5,1,17,11,1,1,340,1,110,3,170
2026-02-28,2,3,6,6,5,1,18,11,1,1,300,1,180,3,130
2026-02-28,2,4,6,6,5,1,18,11,3,2,240,2,230,4,330
2026-02-28,2,5,7,6,5,1,18,11,1,1,180,1,170,4,180
2026-02-28,2,6,8,6,5,1,18,11,3,2,250,2,120,4,210
2026-02-28,2,7,8,6,6,1,18,11,1,1,170,1,160,3,210
2026-02-28,2,8,8,6,6,1,18,11,3,4,3680,4,210,3,140
2026-02-28,2,9,8,6,6,1,18,11,1,1,150,1,120,4,120
2026-02-28,2,10,7,6,5,1,18,11,2,2,760,2,1890,1,420
2026-02-28,2,11,6,6,5,1,17,11,1,1,170,1,130,2,260
2026-02-28,2,12,7,6,5,1,16,11,2,2,480,2,200,1,100
2026-02-28,3,1,5,10,10,1,18,12,4,4,930,4,560,5,1210
2026-02-28,3,2,4,14,10,1,19,12,1,1,260,1,110,3,290
2026-02-28,3,3,7,10,10,1,19,12,3,3,820,3,280,1,140
2026-02-28,3,4,8,10,15,1,20,12,2,3,340,3,100,2,170
2026-02-28,3,5,7,10,15,1,20,12,3,2,370,2,100,1,110
2026-02-28,3,6,7,10,15,1,20,12,2,2,240,2,110,4,420
2026-02-28,3,7,8,10,20,1,20,12,3,3,160,3,100,1,130
2026-02-28,3,8,7,10,20,1,20,12,3,2,190,2,100,1,130
2026-02-28,3,9,8,10,20,1,20,12,3,4,1720,4,170,1,140
2026-02-28,3,10,7,10,20,1,20,12,3,4,350,4,290,6,260
2026-02-28,3,11,7,10,20,1,20,12,4,3,320,3,200,2,380
2026-02-28,3,12,7,10,20,1,19,12,1,1,110,1,110,3,150
2026-02-28,7,1,3,1,1,1,15,11,4,4,750,4,430,3,380
2026-02-28,7,2,3,1,1,1,15,11,3,2,420,2,310,3,250
2026-02-28,7,3,2,1,1,1,15,11,1,1,120,1,110,2,100
2026-02-28,7,4,3,1,1,1,14,11,3,6,270,6,320,3,250
2026-02-28,7,5,4,1,2,1,13,11,3,3,1790,3,250,2,150
2026-02-28,7,6,4,1,2,1,13,11,1,5,2230,5,300,2,140
2026-02-28,7,7,4,1,2,1,12,11,3,4,390,4,360,5,1320
2026-02-28,7,8,5,1,2,1,12,11,3,2,140,2,100,4,180
2026-02-28,7,9,4,1,2,1,11,11,1,1,120,1,100,2,150
2026-02-28,7,10,4,1,2,1,11,11,1,1,170,1,100,3,130
2026-02-28,7,11,4,1,2,1,10,11,4,4,670,4,280,3,390
2026-02-28,7,12,4,1,2,1,10,11,1,1,130,1,100,4,150
2026-02-28,8,1,5,15,3,1,14,13,6,5,1300,5,190,2,540
2026-02-28,8,2,6,15,4,1,14,13,2,2,520,2,260,3,130
2026-02-28,8,3,7,15,5,1,14,13,3,2,220,2,100,3,100
2026-02-28,8,4,8,15,5,1,14,13,3,2,200,2,100,5,270
2026-02-28,8,5,9,15,5,1,14,13,3,4,410,4,140,6,110
2026-02-28,8,6,9,15,5,1,13,13,1,1,100,1,100,3,110
2026-02-28,8,7,9,15,5,1,13,13,2,2,130,2,100,1,270
2026-02-28,8,8,8,15,5,1,13,13,4,3,100,3,100,5,300
2026-02-28,8,9,8,15,5,1,13,13,3,6,2140,6,300,2,280
2026-02-28,8,10,8,15,5,1,13,13,3,3,720,3,270,4,790
2026-02-28,8,11,8,15,5,1,13,13,1,1,110,1,120,4,120
2026-02-28,8,12,8,15,5,1,12,13,3,4,420,4,140,1,100
2026-02-28,12,1,6,5,3,1,12,13,5,,,6,710,2,180
2026-02-28,12,2,6,5,3,1,11,13,1,1,170,1,100,2,120
2026-02-28,12,3,6,5,3,2,11,13,1,1,240,1,100,3,130
2026-02-28,12,4,4,5,2,2,11,13,2,2,140,2,140,1,140
2026-02-28,12,5,3,5,1,2,11,13,2,2,430,2,330,4,470
2026-02-28,12,6,5,5,2,2,11,13,5,6,2440,6,1380,4,160
2026-02-28,12,7,3,5,1,2,10,13,4,4,350,4,100,1,110
2026-02-28,12,8,3,5,1,2,10,13,3,4,580,4,430,6,360
2026-02-28,12,9,6,5,3,2,10,13,1,1,120,1,110,2,470
2026-02-28,12,10,2,5,1,2,10,13,1,1,100,1,120,3,100
2026-02-28,12,11,5,5,2,2,10,13,1,1,110,1,100,4,110
2026-02-28,12,12,2,5,1,2,10,13,2,2,660,2,100,1,100
2026-02-28,13,1,0,17,0,2,13.6,10.9,1,1,270,1,220,2,760
2026-02-28,13,2,2,4,0,2,14.3,11,2,2,440,2,200,3,230
2026-02-28,13,3,0,17,0,2,14.3,10.9,5,3,170,3,110,1,110
2026-02-28,13,4,1,14,0,2,14.2,11,1,1,140,1,150,2,100
2026-02-28,13,5,6,4,4,2,13.6,10.9,1,1,100,1,160,3,730
2026-02-28,13,6,8,4,6,2,14.1,11,1,1,150,1,170,3,280
2026-02-28,13,7,6,6,4,2,13.6,11,2,2,430,2,190,1,100
2026-02-28,13,8,0,17,0,2,13.3,11.1,5,2,100,2,320,5,710
2026-02-28,13,9,1,14,0,2,12.9,11.1,1,1,130,1,100,3,190
2026-02-28,13,10,1,14,0,2,12.7,11.1,1,1,150,1,100,2,120
2026-02-28,13,11,3,4,0,2,12.1,11.1,1,1,120,1,140,2,210
2026-02-28,13,12,1,6,0,2,11.6,11,1,1,110,1,130,4,450
2026-02-28,14,1,6,5,6,2,12,11,3,3,270,3,120,6,130
2026-02-28,14,2,6,5,6,2,12,11,6,4,120,4,100,3,100
2026-02-28,14,3,5,3,5,2,12,11,1,1,130,1,110,2,200
2026-02-28,14,4,3,3,3,1,12,11,2,2,460,2,150,3,180
2026-02-28,14,5,3,5,3,1,13,11,1,1,120,1,110,5,170
2026-02-28,14,6,5,5,5,2,13,11,2,6,870,6,280,4,170
2026-02-28,14,7,5,5,5,2,13,11,4,4,500,4,210,2,300
2026-02-28,14,8,5,5,5,1,13,11,2,2,1110,2,330,3,160
2026-02-28,14,9,3,3,3,1,13,11,3,4,440,4,500,2,220
2026-02-28,14,10,4,5,4,1,13,11,1,1,140,1,100,3,180
2026-02-28,14,11,4,7,4,1,13,11,1,1,150,1,120,3,100
2026-02-28,14,12,4,7,4,1,12,11,5,2,980,2,210,1,100
2026-02-28,18,1,2,1,2,1,10,11,1,1,100,1,100,5,190
2026-02-28,18,2,2,1,2,1,11,11,2,2,1180,2,590,5,490
2026-02-28,18,3,2,1,2,1,12,11,1,1,150,1,100,2,220
2026-02-28,18,4,2,15,2,1,12,11,1,1,110,1,100,5,290
2026-02-28,18,5,2,3,2,1,14,11,4,4,580,4,180,1,100
2026-02-28,18,6,1,1,1,1,15,12,3,4,270,4,410,6,550
2026-02-28,18,7,2,15,2,1,15,12,1,1,230,1,110,2,100
2026-02-28,18,8,2,9,2,1,16,12,2,2,340,2,300,1,200
2026-02-28,18,9,3,9,3,1,15,12,1,1,290,1,220,3,160
2026-02-28,18,10,4,7,4,1,14,12,1,1,160,1,110,6,100
2026-02-28,18,11,4,7,4,1,13,12,1,1,300,1,100,3,100
2026-02-28,18,12,4,7,4,1,13,12,1,1,130,1,100,2,180
2026-02-28,19,1,5,5,5,2,12,12,1,1,150,1,100,2,160
2026-02-28,19,2,7,5,7,2,12,12,1,1,260,1,100,6,930
2026-02-28,19,3,7,5,7,2,12,12,4,3,750,3,220,1,100
2026-02-28,19,4,7,5,7,1,12,12,3,3,260,3,200,2,230
2026-02-28,19,5,7,5,7,1,12,12,5,5,410,5,100,4,250
2026-02-28,19,6,8,5,8,1,11,12,2,5,250,5,180,1,180
2026-02-28,19,7,7,5,7,1,11,12,4,4,880,4,120,1,100
