racer_id,wind_band,races,wins,win_rate,low_sample
3994,0-1,61,9,0.1475,0
3994,2-3,133,12,0.0902,0
3994,4-5,53,4,0.0755,0
3994,6+,16,1,0.0625,0
3995,0-1,69,16,0.2319,0
3995,2-3,126,37,0.2937,0
3995,4-5,77,16,0.2078,0
3995,6+,25,5,0.2,0
3997,0-1,118,30,0.2542,0
3997,2-3,165,38,0.2303,0
3997,4-5,72,18,0.25,0
3997,6+,25,9,0.36,0
3998,0-1,60,2,0.0333,0
3998,2-3,143,6,0.042,0
3998,4-5,71,6,0.0845,0
3998,6+,22,4,0.1818,0
3999,0-1,96,16,0.1667,0
3999,2-3,176,45,0.2557,0
3999,4-5,81,14,0.1728,0
3999,6+,24,1,0.0417,0
4000,0-1,96,18,0.1875,0
4000,2-3,180,43,0.2389,0
4000,4-5,86,18,0.2093,0
4000,6+,41,5,0.122,0
4002,0-1,98,27,0.2755,0
4002,2-3,143,43,0.3007,0
4002,4-5,71,16,0.2254,0
4002,6+,24,10,0.4167,0
4003,0-1,70,5,0.0714,0
4003,2-3,133,17,0.1278,0
4003,4-5,72,9,0.125,0
4003,6+,14,1,0.0714,0
4004,0-1,78,8,0.1026,0
4004,2-3,110,12,0.1091,0
4004,4-5,68,11,0.1618,0
4004,6+,22,3,0.1364,0
4005,0-1,19,1,0.0526,0
4005,2-3,27,0,0.0,0
4005,4-5,7,2,0.2857,1
4005,6+,1,0,0.0,1
4006,0-1,58,6,0.1034,0
4006,2-3,142,15,0.1056,0
4006,4-5,72,10,0.1389,0
4006,6+,13,2,0.1538,0
4007,0-1,51,7,0.1373,0
4007,2-3,131,21,0.1603,0
4007,4-5,66,8,0.1212,0
4007,6+,12,0,0.0,0
4009,0-1,69,10,0.1449,0
4009,2-3,155,33,0.2129,0
4009,4-5,64,14,0.2188,0
4009,6+,17,3,0.1765,0
4010,0-1,54,4,0.0741,0
4010,2-3,126,5,0.0397,0
4010,4-5,55,4,0.0727,0
4010,6+,14,3,0.2143,0
4011,0-1,62,16,0.2581,0
4011,2-3,162,43,0.2654,0
4011,4-5,48,17,0.3542,0
4011,6+,19,5,0.2632,0
4012,0-1,76,17,0.2237,0
4012,2-3,149,38,0.255,0
4012,4-5,74,22,0.2973,0
4012,6+,23,4,0.1739,0
4013,0-1,99,22,0.2222,0
4013,2-3,153,48,0.3137,0
4013,4-5,81,17,0.2099,0
4013,6+,28,13,0.4643,0
4014,0-1,76,14,0.1842,0
4014,2-3,162,38,0.2346,0
4014,4-5,64,8,0.125,0
4014,6+,10,0,0.0,0
4015,0-1,93,16,0.172,0
4015,2-3,155,22,0.1419,0
4015,4-5,71,14,0.1972,0
4015,6+,20,2,0.1,0
4016,0-1,62,7,0.1129,0
4016,2-3,153,15,0.098,0
4016,4-5,51,7,0.1373,0
4016,6+,21,2,0.0952,0
4017,0-1,64,11,0.1719,0
4017,2-3,139,25,0.1799,0
4017,4-5,69,10,0.1449,0
4017,6+,21,8,0.381,0
4019,0-1,106,30,0.283,0
4019,2-3,131,34,0.2595,0
4019,4-5,76,20,0.2632,0
4019,6+,21,5,0.2381,0
4020,0-1,61,5,0.082,0
4020,2-3,114,8,0.0702,0
4020,4-5,55,6,0.1091,0
4020,6+,38,3,0.0789,0
4022,0-1,65,7,0.1077,0
4022,2-3,133,14,0.1053,0
4022,4-5,53,7,0.1321,0
4022,6+,8,1,0.125,1
4023,0-1,55,4,0.0727,0
4023,2-3,135,11,0.0815,0
4023,4-5,55,5,0.0909,0
4023,6+,24,4,0.1667,0
4024,0-1,84,21,0.25,0
4024,2-3,153,34,0.2222,0
4024,4-5,82,15,0.1829,0
4024,6+,32,8,0.25,0
4025,0-1,87,21,0.2414,0
4025,2-3,141,38,0.2695,0
4025,4-5,63,18,0.2857,0
4025,6+,20,3,0.15,0
4027,0-1,66,14,0.2121,0
4027,2-3,132,27,0.2045,0
4027,4-5,76,12,0.1579,0
4027,6+,22,5,0.2273,0
4028,0-1,83,20,0.241,0
4028,2-3,146,41,0.2808,0
4028,4-5,67,15,0.2239,0
4028,6+,29,9,0.3103,0
4030,0-1,77,14,0.1818,0
4030,2-3,165,23,0.1394,0
4030,4-5,81,15,0.1852,0
4030,6+,21,2,0.0952,0
4031,0-1,94,8,0.0851,0
4031,2-3,120,12,0.1,0
4031,4-5,70,9,0.1286,0
4031,6+,20,4,0.2,0
4033,0-1,75,14,0.1867,0
4033,2-3,174,47,0.2701,0
4033,4-5,91,27,0.2967,0
4033,6+,20,5,0.25,0
4034,0-1,65,3,0.0462,0
4034,2-3,149,12,0.0805,0
4034,4-5,62,5,0.0806,0
4034,6+,17,1,0.0588,0
4035,0-1,68,3,0.0441,0
4035,2-3,155,17,0.1097,0
4035,4-5,85,6,0.0706,0
4035,6+,18,1,0.0556,0
4036,0-1,95,20,0.2105,0
4036,2-3,166,47,0.2831,0
4036,4-5,78,21,0.2692,0
4036,6+,24,4,0.1667,0
4039,0-1,84,14,0.1667,0
4039,2-3,145,18,0.1241,0
4039,4-5,82,10,0.122,0
4039,6+,16,2,0.125,0
4040,0-1,95,24,0.2526,0
4040,2-3,178,43,0.2416,0
4040,4-5,83,15,0.1807,0
4040,6+,33,9,0.2727,0
4041,0-1,57,5,0.0877,0
4041,2-3,97,8,0.0825,0
4041,4-5,30,1,0.0333,0
4041,6+,23,2,0.087,0
4042,0-1,108,22,0.2037,0
4042,2-3,140,34,0.2429,0
4042,4-5,86,18,0.2093,0
4042,6+,19,6,0.3158,0
4043,0-1,89,15,0.1685,0
4043,2-3,149,29,0.1946,0
4043,4-5,88,23,0.2614,0
4043,6+,30,6,0.2,0
4044,0-1,108,25,0.2315,0
4044,2-3,126,32,0.254,0
4044,4-5,74,20,0.2703,0
4044,6+,28,11,0.3929,0
4045,0-1,64,7,0.1094,0
4045,2-3,140,20,0.1429,0
4045,4-5,62,12,0.1935,0
4045,6+,15,0,0.0,0
4047,0-1,54,4,0.0741,0
4047,2-3,123,12,0.0976,0
4047,4-5,58,5,0.0862,0
4047,6+,20,3,0.15,0
4049,0-1,101,26,0.2574,0
4049,2-3,158,31,0.1962,0
4049,4-5,71,17,0.2394,0
4049,6+,29,3,0.1034,0
4050,0-1,77,29,0.3766,0
4050,2-3,169,64,0.3787,0
4050,4-5,65,24,0.3692,0
4050,6+,12,4,0.3333,0
4051,0-1,76,15,0.1974,0
4051,2-3,120,26,0.2167,0
4051,4-5,77,25,0.3247,0
4051,6+,15,7,0.4667,0
4052,0-1,93,22,0.2366,0
4052,2-3,137,39,0.2847,0
4052,4-5,76,12,0.1579,0
4052,6+,25,4,0.16,0
4053,0-1,104,28,0.2692,0
4053,2-3,141,26,0.1844,0
4053,4-5,59,7,0.1186,0
4053,6+,22,5,0.2273,0
4054,0-1,65,6,0.0923,0
4054,2-3,135,18,0.1333,0
4054,4-5,64,3,0.0469,0
4054,6+,22,3,0.1364,0
4055,0-1,92,15,0.163,0
4055,2-3,166,44,0.2651,0
4055,4-5,108,30,0.2778,0
4055,6+,29,4,0.1379,0
4056,0-1,28,4,0.1429,0
4056,2-3,52,7,0.1346,0
4056,4-5,23,1,0.0435,0
4056,6+,12,0,0.0,0
4057,0-1,100,19,0.19,0
4057,2-3,161,33,0.205,0
4057,4-5,77,13,0.1688,0
4057,6+,38,2,0.0526,0
4058,0-1,81,15,0.1852,0
4058,2-3,186,29,0.1559,0
4058,4-5,87,16,0.1839,0
4058,6+,26,1,0.0385,0
4059,0-1,66,9,0.1364,0
4059,2-3,116,20,0.1724,0
4059,4-5,65,15,0.2308,0
4059,6+,21,2,0.0952,0
4060,0-1,76,16,0.2105,0
4060,2-3,158,25,0.1582,0
4060,4-5,48,4,0.0833,0
4060,6+,17,1,0.0588,0
4061,0-1,107,34,0.3178,0
4061,2-3,172,48,0.2791,0
4061,4-5,84,30,0.3571,0
4061,6+,23,7,0.3043,0
4062,0-1,70,5,0.0714,0
4062,2-3,116,14,0.1207,0
4062,4-5,56,7,0.125,0
4062,6+,20,1,0.05,0
4063,0-1,97,24,0.2474,0
4063,2-3,176,41,0.233,0
4063,4-5,96,30,0.3125,0
4063,6+,23,4,0.1739,0
4064,0-1,80,21,0.2625,0
4064,2-3,184,57,0.3098,0
4064,4-5,93,22,0.2366,0
4064,6+,23,7,0.3043,0
4065,0-1,64,14,0.2188,0
4065,2-3,132,21,0.1591,0
4065,4-5,42,7,0.1667,0
4065,6+,12,1,0.0833,0
4066,0-1,94,18,0.1915,0
4066,2-3,159,32,0.2013,0
4066,4-5,67,14,0.209,0
4066,6+,20,5,0.25,0
4067,0-1,99,23,0.2323,0
4067,2-3,168,46,0.2738,0
4067,4-5,97,25,0.2577,0
4067,6+,26,4,0.1538,0
4068,0-1,66,5,0.0758,0
4068,2-3,133,11,0.0827,0
4068,4-5,83,8,0.0964,0
4068,6+,33,5,0.1515,0
4069,0-1,73,13,0.1781,0
4069,2-3,161,28,0.1739,0
4069,4-5,79,14,0.1772,0
4069,6+,17,4,0.2353,0
4071,0-1,42,3,0.0714,0
4071,2-3,94,10,0.1064,0
4071,4-5,58,5,0.0862,0
4071,6+,17,4,0.2353,0
4072,0-1,78,24,0.3077,0
4072,2-3,123,42,0.3415,0
4072,4-5,82,30,0.3659,0
4072,6+,36,15,0.4167,0
4073,0-1,93,25,0.2688,0
4073,2-3,136,30,0.2206,0
4073,4-5,86,18,0.2093,0
4073,6+,33,6,0.1818,0
4074,0-1,97,24,0.2474,0
4074,2-3,181,50,0.2762,0
4074,4-5,77,20,0.2597,0
4074,6+,27,6,0.2222,0
4075,0-1,121,28,0.2314,0
4075,2-3,154,39,0.2532,0
4075,4-5,65,12,0.1846,0
4075,6+,22,6,0.2727,0
4076,0-1,63,13,0.2063,0
4076,2-3,189,23,0.1217,0
4076,4-5,82,13,0.1585,0
4076,6+,34,6,0.1765,0
4077,0-1,78,13,0.1667,0
4077,2-3,127,20,0.1575,0
4077,4-5,89,13,0.1461,0
4077,6+,32,5,0.1562,0
4078,0-1,14,1,0.0714,0
4078,2-3,23,1,0.0435,0
4078,4-5,16,2,0.125,0
4078,6+,2,1,0.5,1
4079,0-1,69,15,0.2174,0
4079,2-3,166,34,0.2048,0
4079,4-5,78,16,0.2051,0
4079,6+,31,10,0.3226,0
4080,0-1,37,9,0.2432,0
4080,2-3,72,30,0.4167,0
4080,4-5,15,4,0.2667,0
4080,6+,8,2,0.25,1
4081,0-1,100,8,0.08,0
4081,2-3,138,19,0.1377,0
4081,4-5,48,7,0.1458,0
4081,6+,24,1,0.0417,0
4082,0-1,68,12,0.1765,0
4082,2-3,137,19,0.1387,0
4082,4-5,62,8,0.129,0
4082,6+,31,15,0.4839,0
4083,0-1,119,34,0.2857,0
4083,2-3,144,47,0.3264,0
4083,4-5,69,27,0.3913,0
4083,6+,14,6,0.4286,0
4084,0-1,76,15,0.1974,0
4084,2-3,203,57,0.2808,0
4084,4-5,89,27,0.3034,0
4084,6+,28,4,0.1429,0
4085,0-1,58,8,0.1379,0
4085,2-3,99,16,0.1616,0
4085,4-5,49,3,0.0612,0
4085,6+,13,1,0.0769,0
4086,0-1,71,12,0.169,0
4086,2-3,151,33,0.2185,0
4086,4-5,69,16,0.2319,0
4086,6+,30,5,0.1667,0
4089,0-1,96,23,0.2396,0
4089,2-3,173,33,0.1908,0
4089,4-5,85,14,0.1647,0
4089,6+,26,6,0.2308,0
4090,0-1,75,19,0.2533,0
4090,2-3,142,29,0.2042,0
4090,4-5,44,14,0.3182,0
4090,6+,19,2,0.1053,0
4092,0-1,65,10,0.1538,0
4092,2-3,131,26,0.1985,0
4092,4-5,65,5,0.0769,0
4092,6+,17,2,0.1176,0
4093,0-1,60,5,0.0833,0
4093,2-3,121,7,0.0579,0
4093,4-5,53,3,0.0566,0
4093,6+,33,7,0.2121,0
4094,0-1,62,5,0.0806,0
4094,2-3,141,15,0.1064,0
4094,4-5,65,7,0.1077,0
4094,6+,15,3,0.2,0
4095,0-1,83,23,0.2771,0
4095,2-3,146,43,0.2945,0
4095,4-5,70,20,0.2857,0
4095,6+,30,14,0.4667,0
4096,0-1,73,28,0.3836,0
4096,2-3,154,37,0.2403,0
4096,4-5,64,15,0.2344,0
4096,6+,17,6,0.3529,0
4097,0-1,44,2,0.0455,0
4097,2-3,123,1,0.0081,0
4097,4-5,50,0,0.0,0
4097,6+,28,0,0.0,0
4098,0-1,59,6,0.1017,0
4098,2-3,118,8,0.0678,0
4098,4-5,55,3,0.0545,0
4098,6+,6,2,0.3333,1
4099,0-1,76,12,0.1579,0
4099,2-3,138,34,0.2464,0
4099,4-5,84,21,0.25,0
4099,6+,27,5,0.1852,0
4100,0-1,52,7,0.1346,0
4100,2-3,157,26,0.1656,0
4100,4-5,74,9,0.1216,0
4100,6+,19,4,0.2105,0
4102,0-1,91,21,0.2308,0
4102,2-3,177,62,0.3503,0
4102,4-5,87,28,0.3218,0
4102,6+,22,10,0.4545,0
4103,0-1,63,2,0.0317,0
4103,2-3,119,3,0.0252,0
4103,4-5,66,2,0.0303,0
4103,6+,15,1,0.0667,0
4104,0-1,75,10,0.1333,0
4104,2-3,118,16,0.1356,0
4104,4-5,55,6,0.1091,0
4104,6+,17,1,0.0588,0
4105,0-1,81,10,0.1235,0
4105,2-3,165,21,0.1273,0
4105,4-5,68,6,0.0882,0
4105,6+,35,4,0.1143,0
4106,0-1,55,0,0.0,0
4106,2-3,108,7,0.0648,0
4106,4-5,59,5,0.0847,0
4106,6+,22,2,0.0909,0
4108,0-1,74,18,0.2432,0
4108,2-3,133,25,0.188,0
4108,4-5,78,19,0.2436,0
4108,6+,17,5,0.2941,0
4109,0-1,106,24,0.2264,0
4109,2-3,161,44,0.2733,0
4109,4-5,73,20,0.274,0
4109,6+,21,3,0.1429,0
4110,0-1,79,7,0.0886,0
4110,2-3,121,14,0.1157,0
4110,4-5,52,4,0.0769,0
4110,6+,16,2,0.125,0
4111,0-1,81,13,0.1605,0
4111,2-3,160,26,0.1625,0
4111,4-5,56,8,0.1429,0
4111,6+,16,0,0.0,0
4112,0-1,61,9,0.1475,0
4112,2-3,118,16,0.1356,0
4112,4-5,74,13,0.1757,0
4112,6+,26,6,0.2308,0
4113,0-1,67,9,0.1343,0
4113,2-3,149,27,0.1812,0
4113,4-5,59,5,0.0847,0
4113,6+,21,5,0.2381,0
4114,0-1,69,9,0.1304,0
4114,2-3,117,9,0.0769,0
4114,4-5,60,6,0.1,0
4114,6+,7,1,0.1429,1
4116,0-1,63,8,0.127,0
4116,2-3,144,14,0.0972,0
4116,4-5,67,7,0.1045,0
4116,6+,28,4,0.1429,0
4117,0-1,82,13,0.1585,0
4117,2-3,141,22,0.156,0
4117,4-5,63,12,0.1905,0
4117,6+,17,4,0.2353,0
4118,0-1,98,17,0.1735,0
4118,2-3,166,42,0.253,0
4118,4-5,88,18,0.2045,0
4118,6+,40,11,0.275,0
4119,0-1,87,18,0.2069,0
4119,2-3,140,26,0.1857,0
4119,4-5,59,8,0.1356,0
4119,6+,15,0,0.0,0
4120,0-1,82,16,0.1951,0
4120,2-3,190,34,0.1789,0
4120,4-5,82,14,0.1707,0
4120,6+,19,3,0.1579,0
4121,0-1,76,21,0.2763,0
4121,2-3,165,29,0.1758,0
4121,4-5,72,14,0.1944,0
4121,6+,18,5,0.2778,0
4122,0-1,95,21,0.2211,0
4122,2-3,162,25,0.1543,0
4122,4-5,80,14,0.175,0
4122,6+,42,7,0.1667,0
4123,0-1,85,17,0.2,0
4123,2-3,200,52,0.26,0
4123,4-5,74,20,0.2703,0
4123,6+,12,1,0.0833,0
4124,0-1,86,20,0.2326,0
4124,2-3,131,33,0.2519,0
4124,4-5,66,20,0.303,0
4124,6+,48,11,0.2292,0
4128,0-1,53,7,0.1321,0
4128,2-3,111,12,0.1081,0
4128,4-5,59,8,0.1356,0
4128,6+,13,2,0.1538,0
4129,0-1,45,3,0.0667,0
4129,2-3,107,6,0.0561,0
4129,4-5,55,4,0.0727,0
4129,6+,30,1,0.0333,0
4131,0-1,56,7,0.125,0
4131,2-3,129,27,0.2093,0
4131,4-5,74,16,0.2162,0
4131,6+,34,8,0.2353,0
4133,0-1,67,9,0.1343,0
4133,2-3,162,34,0.2099,0
4133,4-5,92,24,0.2609,0
4133,6+,32,8,0.25,0
4134,0-1,104,20,0.1923,0
4134,2-3,156,27,0.1731,0
4134,4-5,70,14,0.2,0
4134,6+,23,4,0.1739,0
4136,0-1,65,12,0.1846,0
4136,2-3,136,30,0.2206,0
4136,4-5,81,25,0.3086,0
4136,6+,17,4,0.2353,0
4137,0-1,86,21,0.2442,0
4137,2-3,194,50,0.2577,0
4137,4-5,86,28,0.3256,0
4137,6+,21,6,0.2857,0
4138,0-1,73,10,0.137,0
4138,2-3,132,11,0.0833,0
4138,4-5,47,6,0.1277,0
4138,6+,8,0,0.0,1
4139,0-1,54,5,0.0926,0
4139,2-3,146,12,0.0822,0
4139,4-5,60,9,0.15,0
4139,6+,17,2,0.1176,0
4140,0-1,84,24,0.2857,0
4140,2-3,132,25,0.1894,0
4140,4-5,40,11,0.275,0
4140,6+,14,2,0.1429,0
4142,0-1,73,11,0.1507,0
4142,2-3,154,21,0.1364,0
4142,4-5,68,7,0.1029,0
4142,6+,25,5,0.2,0
4143,0-1,63,5,0.0794,0
4143,2-3,117,8,0.0684,0
4143,4-5,61,2,0.0328,0
4143,6+,19,1,0.0526,0
4144,0-1,80,17,0.2125,0
4144,2-3,147,26,0.1769,0
4144,4-5,62,11,0.1774,0
4144,6+,19,4,0.2105,0
4145,0-1,84,4,0.0476,0
4145,2-3,119,7,0.0588,0
4145,4-5,55,1,0.0182,0
4145,6+,21,1,0.0476,0
4146,0-1,84,15,0.1786,0
4146,2-3,151,15,0.0993,0
4146,4-5,72,9,0.125,0
4146,6+,18,3,0.1667,0
4148,0-1,70,9,0.1286,0
4148,2-3,147,21,0.1429,0
4148,4-5,94,18,0.1915,0
4148,6+,28,10,0.3571,0
4150,0-1,76,17,0.2237,0
4150,2-3,122,25,0.2049,0
4150,4-5,71,16,0.2254,0
4150,6+,30,5,0.1667,0
4151,0-1,95,11,0.1158,0
4151,2-3,156,21,0.1346,0
4151,4-5,61,10,0.1639,0
4151,6+,13,4,0.3077,0
4152,0-1,99,19,0.1919,0
4152,2-3,131,22,0.1679,0
4152,4-5,45,6,0.1333,0
4152,6+,13,3,0.2308,0
4154,0-1,77,16,0.2078,0
4154,2-3,140,15,0.1071,0
4154,4-5,71,10,0.1408,0
4154,6+,28,2,0.0714,0
4155,0-1,83,26,0.3133,0
4155,2-3,146,34,0.2329,0
4155,4-5,85,13,0.1529,0
4155,6+,20,2,0.1,0
4156,0-1,81,17,0.2099,0
4156,2-3,166,28,0.1687,0
4156,4-5,61,13,0.2131,0
4156,6+,25,2,0.08,0
4158,0-1,65,5,0.0769,0
4158,2-3,135,24,0.1778,0
4158,4-5,65,6,0.0923,0
4158,6+,25,6,0.24,0
4159,0-1,100,23,0.23,0
4159,2-3,173,31,0.1792,0
4159,4-5,70,21,0.3,0
4159,6+,30,3,0.1,0
4161,0-1,90,11,0.1222,0
4161,2-3,141,21,0.1489,0
4161,4-5,55,9,0.1636,0
4161,6+,36,10,0.2778,0
4162,0-1,37,4,0.1081,0
4162,2-3,59,3,0.0508,0
4162,4-5,33,2,0.0606,0
4162,6+,10,0,0.0,0
4163,0-1,112,20,0.1786,0
4163,2-3,151,35,0.2318,0
4163,4-5,93,16,0.172,0
4163,6+,31,6,0.1935,0
4164,0-1,70,2,0.0286,0
4164,2-3,118,4,0.0339,0
4164,4-5,54,2,0.037,0
4164,6+,12,1,0.0833,0
4166,0-1,97,26,0.268,0
4166,2-3,184,64,0.3478,0
4166,4-5,73,22,0.3014,0
4166,6+,18,2,0.1111,0
4167,0-1,67,6,0.0896,0
4167,2-3,117,7,0.0598,0
4167,4-5,55,0,0.0,0
4167,6+,33,2,0.0606,0
4168,0-1,126,35,0.2778,0
4168,2-3,141,45,0.3191,0
4168,4-5,57,16,0.2807,0
4168,6+,14,3,0.2143,0
4169,0-1,48,1,0.0208,0
4169,2-3,127,9,0.0709,0
4169,4-5,55,6,0.1091,0
4169,6+,23,3,0.1304,0
4171,0-1,107,19,0.1776,0
4171,2-3,159,44,0.2767,0
4171,4-5,80,14,0.175,0
4171,6+,29,7,0.2414,0
4172,0-1,87,12,0.1379,0
4172,2-3,182,37,0.2033,0
4172,4-5,78,14,0.1795,0
4172,6+,18,2,0.1111,0
4173,0-1,66,7,0.1061,0
4173,2-3,165,23,0.1394,0
4173,4-5,70,11,0.1571,0
4173,6+,15,0,0.0,0
4174,0-1,103,26,0.2524,0
4174,2-3,157,38,0.242,0
4174,4-5,67,16,0.2388,0
4174,6+,33,8,0.2424,0
4175,0-1,94,15,0.1596,0
4175,2-3,126,26,0.2063,0
4175,4-5,36,9,0.25,0
4175,6+,15,1,0.0667,0
4176,0-1,53,2,0.0377,0
4176,2-3,89,5,0.0562,0
4176,4-5,49,4,0.0816,0
4176,6+,17,1,0.0588,0
4177,0-1,49,4,0.0816,0
4177,2-3,120,18,0.15,0
4177,4-5,49,6,0.1224,0
4177,6+,14,2,0.1429,0
4179,0-1,81,13,0.1605,0
4179,2-3,156,25,0.1603,0
4179,4-5,64,11,0.1719,0
4179,6+,23,3,0.1304,0
4180,0-1,83,15,0.1807,0
4180,2-3,141,22,0.156,0
4180,4-5,74,15,0.2027,0
4180,6+,27,4,0.1481,0
4181,0-1,61,2,0.0328,0
4181,2-3,114,7,0.0614,0
4181,4-5,66,3,0.0455,0
4181,6+,36,4,0.1111,0
4182,0-1,87,9,0.1034,0
4182,2-3,130,13,0.1,0
4182,4-5,70,5,0.0714,0
4182,6+,20,3,0.15,0
4183,0-1,84,20,0.2381,0
4183,2-3,130,32,0.2462,0
4183,4-5,62,14,0.2258,0
4183,6+,12,3,0.25,0
4184,0-1,71,20,0.2817,0
4184,2-3,122,41,0.3361,0
4184,4-5,74,27,0.3649,0
4184,6+,25,8,0.32,0
4186,0-1,85,8,0.0941,0
4186,2-3,113,5,0.0442,0
4186,4-5,38,1,0.0263,0
4186,6+,12,0,0.0,0
4188,0-1,109,43,0.3945,0
4188,2-3,140,45,0.3214,0
4188,4-5,57,29,0.5088,0
4188,6+,34,15,0.4412,0
4189,0-1,89,20,0.2247,0
4189,2-3,175,35,0.2,0
4189,4-5,95,29,0.3053,0
4189,6+,36,10,0.2778,0
4190,0-1,41,12,0.2927,0
4190,2-3,113,28,0.2478,0
4190,4-5,53,11,0.2075,0
4190,6+,20,5,0.25,0
4191,0-1,94,22,0.234,0
4191,2-3,153,30,0.1961,0
4191,4-5,67,17,0.2537,0
4191,6+,16,7,0.4375,0
4193,0-1,91,25,0.2747,0
4193,2-3,154,43,0.2792,0
4193,4-5,84,17,0.2024,0
4193,6+,30,7,0.2333,0
4195,0-1,66,6,0.0909,0
4195,2-3,127,16,0.126,0
4195,4-5,68,11,0.1618,0
4195,6+,14,1,0.0714,0
4196,0-1,77,5,0.0649,0
4196,2-3,136,14,0.1029,0
4196,4-5,64,9,0.1406,0
4196,6+,27,5,0.1852,0
4197,0-1,50,7,0.14,0
4197,2-3,125,5,0.04,0
4197,4-5,81,10,0.1235,0
4197,6+,28,0,0.0,0
4199,0-1,113,29,0.2566,0
4199,2-3,190,41,0.2158,0
4199,4-5,88,25,0.2841,0
4199,6+,24,7,0.2917,0
4200,0-1,80,9,0.1125,0
4200,2-3,137,8,0.0584,0
4200,4-5,65,3,0.0462,0
4200,6+,21,2,0.0952,0
4201,0-1,67,8,0.1194,0
4201,2-3,130,14,0.1077,0
4201,4-5,55,5,0.0909,0
4201,6+,15,2,0.1333,0
4202,0-1,58,7,0.1207,0
4202,2-3,144,12,0.0833,0
4202,4-5,66,4,0.0606,0
4202,6+,29,4,0.1379,0
4203,0-1,75,6,0.08,0
4203,2-3,105,11,0.1048,0
4203,4-5,49,8,0.1633,0
4203,6+,14,1,0.0714,0
4204,0-1,58,5,0.0862,0
4204,2-3,153,20,0.1307,0
4204,4-5,62,13,0.2097,0
4204,6+,14,4,0.2857,0
4205,0-1,91,23,0.2527,0
4205,2-3,155,48,0.3097,0
4205,4-5,67,20,0.2985,0
4205,6+,13,4,0.3077,0
4207,0-1,67,25,0.3731,0
4207,2-3,137,27,0.1971,0
4207,4-5,92,27,0.2935,0
4207,6+,33,10,0.303,0
4208,0-1,69,15,0.2174,0
4208,2-3,178,61,0.3427,0
4208,4-5,90,26,0.2889,0
4208,6+,22,2,0.0909,0
4209,0-1,97,12,0.1237,0
4209,2-3,117,23,0.1966,0
4209,4-5,82,6,0.0732,0
4209,6+,29,8,0.2759,0
4210,0-1,86,14,0.1628,0
4210,2-3,161,20,0.1242,0
4210,4-5,79,15,0.1899,0
4210,6+,22,3,0.1364,0
4211,0-1,88,7,0.0795,0
4211,2-3,100,11,0.11,0
4211,4-5,64,2,0.0312,0
4211,6+,23,0,0.0,0
4213,0-1,86,10,0.1163,0
4213,2-3,124,21,0.1694,0
4213,4-5,48,4,0.0833,0
4213,6+,16,0,0.0,0
4214,0-1,85,16,0.1882,0
4214,2-3,136,21,0.1544,0
4214,4-5,46,7,0.1522,0
4214,6+,14,3,0.2143,0
4215,0-1,83,13,0.1566,0
4215,2-3,184,45,0.2446,0
4215,4-5,82,17,0.2073,0
4215,6+,21,1,0.0476,0
4216,0-1,80,15,0.1875,0
4216,2-3,166,24,0.1446,0
4216,4-5,84,12,0.1429,0
4216,6+,24,3,0.125,0
4218,0-1,118,31,0.2627,0
4218,2-3,190,52,0.2737,0
4218,4-5,74,14,0.1892,0
4218,6+,9,2,0.2222,1
4219,0-1,75,4,0.0533,0
4219,2-3,137,5,0.0365,0
4219,4-5,57,1,0.0175,0
4219,6+,18,1,0.0556,0
4220,0-1,66,10,0.1515,0
4220,2-3,134,31,0.2313,0
4220,4-5,61,14,0.2295,0
4220,6+,14,0,0.0,0
4224,0-1,68,9,0.1324,0
4224,2-3,139,23,0.1655,0
4224,4-5,74,10,0.1351,0
4224,6+,23,4,0.1739,0
4225,0-1,62,10,0.1613,0
4225,2-3,110,19,0.1727,0
4225,4-5,64,12,0.1875,0
4225,6+,17,6,0.3529,0
4226,0-1,78,10,0.1282,0
4226,2-3,131,11,0.084,0
4226,4-5,76,11,0.1447,0
4226,6+,18,3,0.1667,0
4227,0-1,76,17,0.2237,0
4227,2-3,132,27,0.2045,0
4227,4-5,90,20,0.2222,0
4227,6+,43,7,0.1628,0
4228,0-1,76,13,0.1711,0
4228,2-3,165,36,0.2182,0
4228,4-5,82,17,0.2073,0
4228,6+,26,5,0.1923,0
4229,0-1,63,8,0.127,0
4229,2-3,103,6,0.0583,0
4229,4-5,52,2,0.0385,0
4229,6+,27,1,0.037,0
4230,0-1,69,17,0.2464,0
4230,2-3,143,43,0.3007,0
4230,4-5,46,20,0.4348,0
4230,6+,20,6,0.3,0
4231,0-1,83,11,0.1325,0
4231,2-3,166,35,0.2108,0
4231,4-5,73,13,0.1781,0
4231,6+,19,3,0.1579,0
4232,0-1,69,13,0.1884,0
4232,2-3,104,17,0.1635,0
4232,4-5,59,6,0.1017,0
4232,6+,37,3,0.0811,0
4233,0-1,87,16,0.1839,0
4233,2-3,171,35,0.2047,0
4233,4-5,79,18,0.2278,0
4233,6+,19,3,0.1579,0
4234,0-1,67,5,0.0746,0
4234,2-3,111,12,0.1081,0
4234,4-5,57,5,0.0877,0
4234,6+,18,2,0.1111,0
4236,0-1,99,41,0.4141,0
4236,2-3,197,73,0.3706,0
4236,4-5,72,21,0.2917,0
4236,6+,22,8,0.3636,0
4237,0-1,96,24,0.25,0
4237,2-3,168,47,0.2798,0
4237,4-5,69,24,0.3478,0
4237,6+,29,12,0.4138,0
4238,0-1,74,32,0.4324,0
