日付,場コード,レース番号,買い目
20260818,13,8,1-3-6
20260818,13,8,1-6-3
20260818,14,1,1-2-3
20260818,14,1,1-2-4
20260818,14,1,1-3-2
20260818,14,1,1-3-4
20260818,14,1,1-3-5
20260818,14,1,1-3-6
20260818,14,1,1-4-2
20260818,14,1,1-4-3
20260818,14,11,1-2-3
20260818,14,11,1-2-4
20260818,14,11,1-3-2
20260818,14,11,1-4-2
20260818,14,11,1-4-3
20260818,14,2,1-2-3
20260818,14,2,1-2-4
20260818,14,2,1-2-5
20260818,14,2,1-2-6
20260818,14,2,1-3-2
20260818,14,2,1-4-2
20260818,14,2,1-4-3
20260818,16,10,1-2-4
20260818,16,10,1-3-4
20260818,16,10,1-4-2
20260818,16,10,1-4-3
20260818,16,10,4-1-3
20260818,16,5,1-2-4
20260818,16,5,1-4-2
20260818,16,5,1-4-3
20260818,16,5,1-4-5
20260818,16,5,1-5-4
20260818,16,6,1-3-2
20260818,16,6,1-3-4
20260818,16,6,1-3-6
20260818,16,6,1-4-3
20260818,16,6,1-6-3
20260818,17,1,1-2-3
20260818,17,1,1-2-4
20260818,17,1,1-3-2
20260818,17,1,1-3-4
20260818,17,1,1-4-2
20260818,17,3,1-2-3
20260818,17,3,1-2-4
20260818,17,3,1-2-6
20260818,17,3,1-4-2
20260818,17,3,1-6-2
20260818,17,4,1-2-4
20260818,17,4,1-2-5
20260818,17,4,1-4-2
20260818,17,4,1-4-5
20260818,17,4,1-5-2
20260818,17,4,1-5-3
20260818,17,4,1-5-4
20260818,17,5,1-2-3
20260818,17,5,1-3-2
20260818,17,5,1-3-4
20260818,17,5,1-3-5
20260818,17,5,1-3-6
20260818,17,5,1-4-3
20260818,17,5,1-6-3
20260818,17,8,1-2-3
20260818,17,8,1-3-2
20260818,17,8,1-3-4
20260818,17,8,1-3-5
20260818,17,8,1-4-3
20260818,17,8,1-4-5
20260818,17,8,1-5-3
20260818,17,9,1-2-3
20260818,17,9,1-2-4
20260818,17,9,1-2-5
20260818,17,9,1-4-2
20260818,17,9,1-5-2
20260818,18,1,1-2-3
20260818,18,1,1-3-2
20260818,18,1,1-3-5
20260818,18,1,1-5-3
20260818,18,1,3-1-2
20260818,18,3,1-2-3
20260818,18,3,1-3-2
20260818,18,3,1-3-4
20260818,18,3,1-3-5
20260818,18,3,1-3-6
20260818,18,3,1-4-3
20260818,18,3,1-6-3
20260818,18,4,1-2-3
20260818,18,4,1-2-4
20260818,18,4,1-3-2
20260818,18,4,1-3-4
20260818,18,4,1-4-2
20260818,18,9,1-3-4
20260818,18,9,1-4-2
20260818,18,9,1-4-3
20260818,18,9,1-4-5
20260818,18,9,1-5-4
20260818,20,1,1-2-3
20260818,20,1,1-3-2
20260818,20,1,1-3-4
20260818,20,1,1-3-6
20260818,20,1,3-1-2
20260818,20,10,1-2-3
20260818,20,10,1-2-4
20260818,20,10,1-3-2
20260818,20,10,1-3-4
20260818,20,10,1-3-5
20260818,20,10,1-4-2
20260818,20,10,1-4-3
20260818,20,12,1-2-3
20260818,20,12,1-3-2
20260818,20,12,1-3-4
20260818,20,12,1-4-2
20260818,20,12,1-4-3
20260818,20,3,1-2-3
20260818,20,3,1-3-2
20260818,20,3,1-3-4
20260818,20,3,1-4-3
20260818,20,9,1-2-3
20260818,20,9,1-3-2
20260818,20,9,1-3-5
20260818,20,9,1-3-6
20260819,05,1,1-3-6
20260819,05,1,1-4-6
20260819,05,1,1-5-6
20260819,05,1,1-6-2
20260819,05,1,1-6-3
20260819,05,1,1-6-4
20260819,05,1,1-6-5
20260819,05,3,1-3-4
20260819,05,3,1-3-5
20260819,05,3,1-5-3
20260819,05,3,3-1-5
20260819,05,3,5-1-3
20260819,05,9,1-3-2
20260819,05,9,1-3-4
20260819,05,9,1-3-5
20260819,05,9,1-4-3
20260819,05,9,3-1-4
20260819,09,1,1-2-3
20260819,09,1,1-2-4
20260819,09,1,1-3-2
20260819,09,1,1-3-4
20260819,09,1,1-4-2
20260819,09,4,1-2-4
20260819,09,4,1-3-4
20260819,09,4,1-4-2
20260819,09,4,1-4-3
20260819,09,4,4-1-2
20260819,09,5,1-2-3
20260819,09,5,1-3-2
20260819,09,5,1-3-5
20260819,09,5,1-5-3
20260819,10,1,1-2-3
20260819,10,1,1-2-4
20260819,10,1,1-3-2
20260819,10,1,1-3-4
20260819,10,1,1-4-2
20260819,10,1,1-4-3
20260819,10,1,1-4-5
20260819,10,11,1-2-3
20260819,10,11,1-2-4
20260819,10,11,1-3-2
20260819,10,11,1-3-4
20260819,10,11,1-3-5
20260819,10,11,1-4-2
20260819,10,11,1-4-3
20260819,10,3,1-2-3
20260819,10,3,1-2-4
20260819,10,3,1-3-2
20260819,10,3,1-3-4
20260819,10,3,1-4-3
20260819,10,4,1-3-5
20260819,10,4,1-4-3
20260819,10,4,1-4-5
20260819,10,4,1-5-3
20260819,10,4,1-5-4
20260819,10,5,1-2-4
20260819,10,5,1-4-2
20260819,10,5,1-4-5
20260819,10,5,1-4-6
20260819,10,5,1-5-4
20260819,10,7,1-2-4
20260819,10,7,1-4-2
20260819,10,7,1-4-3
20260819,11,3,1-2-4
20260819,11,3,1-3-4
20260819,11,3,1-4-2
20260819,11,3,1-4-3
20260819,11,3,1-4-6
20260819,11,6,1-2-3
20260819,11,6,1-2-4
20260819,11,6,1-2-5
20260819,11,6,1-4-5
20260819,11,6,1-5-2
20260819,11,6,1-5-3
20260819,11,6,1-5-4
20260819,11,8,1-2-3
20260819,11,8,1-2-4
20260819,11,8,1-3-2
20260819,11,8,1-3-4
20260819,11,8,1-4-2
20260819,11,8,1-4-3
20260819,11,8,1-4-6
20260819,11,8,1-6-4
20260819,13,10,1-3-4
20260819,13,10,1-3-5
20260819,13,10,1-4-2
20260819,13,10,1-4-3
20260819,13,10,1-4-5
20260819,13,10,1-5-3
20260819,13,10,1-5-4
20260819,13,12,1-2-3
20260819,13,12,1-3-2
20260819,13,12,1-3-4
20260819,13,12,1-3-5
20260819,13,12,1-4-3
20260819,13,6,1-2-4
20260819,13,6,1-4-2
20260819,13,6,1-4-3
20260819,13,6,1-4-5
20260819,13,6,4-1-2
20260819,14,1,1-2-3
20260819,14,1,1-2-4
20260819,14,1,1-2-6
20260819,14,1,1-3-2
20260819,14,1,1-3-4
20260819,14,1,1-4-2
20260819,14,1,1-4-3
20260819,14,1,1-4-6
20260819,14,11,1-2-3
20260819,14,11,1-2-4
20260819,14,11,1-2-5
20260819,14,11,1-3-2
20260819,14,11,1-4-2
20260819,14,3,1-2-3
20260819,14,3,1-2-4
20260819,14,3,1-2-5
20260819,14,3,1-3-2
20260819,14,3,2-1-3
20260819,14,8,1-3-2
20260819,14,8,1-3-4
20260819,14,8,1-3-6
20260819,14,8,1-4-3
20260819,14,8,1-6-3
20260819,15,1,1-2-3
20260819,15,1,1-2-4
20260819,15,1,1-3-2
20260819,15,1,1-4-2
20260819,15,1,1-4-3
20260819,15,8,1-2-3
20260819,15,8,1-2-4
20260819,15,8,1-2-5
20260819,15,8,1-3-2
20260819,15,8,1-4-2
20260819,16,1,1-2-3
20260819,16,1,1-2-4
20260819,16,1,1-3-2
20260819,16,1,1-3-4
20260819,16,1,1-4-3
20260819,16,5,1-2-4
20260819,16,5,1-4-2
20260819,16,5,1-4-3
20260819,16,5,1-4-5
20260819,16,5,1-5-4
20260819,16,7,1-2-3
20260819,16,7,1-2-4
20260819,16,7,1-4-2
20260819,16,7,2-1-4
20260819,16,7,4-1-2
20260819,16,9,1-2-3
20260819,16,9,1-2-6
20260819,16,9,1-3-2
20260819,17,1,1-2-3
20260819,17,1,1-2-5
20260819,17,1,1-3-2
20260819,17,1,1-3-5
20260819,17,1,1-5-3
20260819,17,2,1-3-4
20260819,17,2,1-3-5
20260819,17,2,1-4-3
20260819,17,2,1-5-3
20260819,17,3,1-2-3
20260819,17,3,1-3-2
20260819,17,3,1-3-4
20260819,17,3,1-4-2
20260819,17,3,1-4-3
20260819,17,5,1-2-3
20260819,17,5,1-3-2
20260819,17,5,1-3-4
20260819,17,5,1-3-5
20260819,17,5,3-1-2
20260819,17,6,1-2-3
20260819,17,6,1-3-2
20260819,17,6,1-3-4
20260819,17,6,1-3-6
20260819,17,8,1-2-3
20260819,17,8,1-2-4
20260819,17,8,1-3-4
20260819,17,8,1-4-2
20260819,17,8,1-4-3
20260819,18,1,1-2-3
20260819,18,1,1-3-2
20260819,18,1,1-3-4
20260819,18,1,1-3-5
20260819,18,1,3-1-2
20260819,18,2,1-3-5
20260819,18,2,1-4-5
20260819,18,2,1-5-2
20260819,18,2,1-5-3
20260819,18,2,1-5-4
20260819,18,4,1-2-3
20260819,18,4,1-2-4
20260819,18,4,1-2-5
20260819,18,4,1-3-2
20260819,18,4,1-4-2
20260819,18,7,1-2-3
20260819,18,7,1-2-4
20260819,18,7,1-3-2
20260819,18,7,1-3-4
20260819,18,7,1-4-2
20260819,18,8,1-2-3
20260819,18,8,1-3-2
20260819,18,8,1-3-4
20260819,18,8,1-3-6
20260819,18,8,1-6-3
20260819,18,9,1-2-4
20260819,18,9,1-3-4
20260819,18,9,1-4-2
20260819,18,9,1-4-3
20260819,19,1,1-2-4
20260819,19,1,1-3-4
20260819,19,1,1-4-2
20260819,19,1,1-4-3
20260819,19,1,4-1-2
20260819,19,10,1-2-3
20260819,19,10,1-3-2
20260819,19,10,1-3-4
20260819,19,10,2-1-3
20260819,19,10,3-1-2
20260819,19,5,1-2-4
20260819,19,5,1-4-2
20260819,19,5,1-4-3
20260819,19,5,1-4-5
20260819,19,5,1-5-4
20260819,19,8,1-2-4
20260819,19,8,1-3-2
20260819,19,8,1-3-4
20260819,19,8,1-4-2
20260819,19,8,1-4-3
20260819,19,9,1-2-3
20260819,19,9,1-2-4
20260819,19,9,1-2-5
20260819,19,9,1-3-2
20260819,19,9,1-5-2
20260819,20,12,1-2-3
20260819,20,12,1-2-4
20260819,20,12,1-3-2
20260819,20,12,1-4-2
20260819,20,5,1-2-3
20260819,20,5,1-2-4
20260819,20,5,1-3-2
20260819,20,5,1-4-2
20260819,20,5,2-1-4
20260819,20,7,1-2-3
20260819,20,7,1-3-2
20260819,20,7,1-3-4
20260819,20,7,1-3-5
20260819,20,7,1-5-3
20260819,20,8,1-2-3
20260819,20,8,1-2-4
20260819,20,8,1-3-2
20260819,20,8,2-1-3
20260819,20,8,3-1-2
20260820,04,2,1-2-4
20260820,04,2,1-3-4
20260820,04,2,1-4-2
20260820,04,2,1-4-3
20260820,04,2,1-4-5
20260820,05,3,1-3-4
20260820,05,3,1-4-2
20260820,05,3,1-4-3
20260820,05,3,1-4-5
20260820,05,3,4-1-3
20260820,05,4,1-2-3
20260820,05,4,1-2-4
20260820,05,4,1-2-6
20260820,05,4,1-3-2
20260820,05,4,2-1-3
20260820,05,5,1-3-4
20260820,05,5,1-4-3
20260820,05,5,1-4-5
20260820,05,5,1-5-3
20260820,05,5,1-5-4
20260820,05,8,1-2-4
20260820,05,8,1-3-4
20260820,05,8,1-4-2
20260820,05,8,1-4-3
20260820,05,8,1-4-5
20260820,09,1,1-3-2
20260820,09,1,1-3-4
20260820,09,1,1-3-5
20260820,09,1,1-4-3
20260820,09,1,1-5-3
20260820,09,10,1-2-3
20260820,09,10,1-3-2
20260820,09,10,1-3-4
20260820,09,10,1-4-3
20260820,09,10,3-1-4
20260820,09,5,1-2-3
20260820,09,5,1-2-4
20260820,09,5,1-2-5
20260820,09,5,1-3-2
20260820,09,5,1-3-4
20260820,09,5,1-4-2
20260820,09,5,1-4-3
20260820,09,7,1-2-3
20260820,09,7,1-2-4
20260820,09,7,1-3-2
20260820,09,7,1-4-2
20260820,09,7,1-4-3
20260820,09,8,1-2-3
20260820,09,8,1-2-4
20260820,09,8,1-2-5
20260820,09,8,1-3-2
20260820,09,8,1-5-2
20260820,11,1,1-2-3
20260820,11,1,1-2-4
20260820,11,1,1-2-5
20260820,11,1,1-2-6
20260820,11,1,1-4-2
20260820,11,5,1-2-3
20260820,11,5,1-3-2
20260820,11,5,1-3-4
20260820,11,5,1-3-5
20260820,11,5,1-4-3
20260820,11,6,1-2-4
20260820,11,6,1-3-4
20260820,11,6,1-4-2
20260820,11,6,1-4-3
20260820,11,6,1-4-5
20260820,11,8,1-2-3
20260820,11,8,1-2-4
20260820,11,8,1-2-6
20260820,11,8,1-6-2
20260820,11,9,1-2-3
20260820,11,9,1-2-6
20260820,11,9,1-3-2
20260820,11,9,1-3-4
20260820,11,9,1-3-5
20260820,11,9,1-3-6
20260820,11,9,1-6-2
20260820,11,9,1-6-3
20260820,13,6,1-3-4
20260820,13,6,1-3-5
20260820,13,6,1-4-3
20260820,13,6,1-4-5
20260820,13,6,1-5-4
20260820,13,7,1-2-4
20260820,13,7,1-4-2
20260820,13,7,1-4-3
20260820,13,7,1-4-5
20260820,13,7,4-1-2
20260820,13,8,1-2-3
20260820,13,8,1-2-4
20260820,13,8,1-3-2
20260820,13,8,1-3-4
20260820,13,8,1-3-5
20260820,13,8,1-4-2
20260820,13,8,1-4-3
20260820,13,8,1-4-5
20260820,13,9,1-2-3
20260820,13,9,1-2-4
20260820,13,9,1-3-2
20260820,13,9,1-4-2
20260820,13,9,2-1-4
20260820,15,8,1-2-3
20260820,15,8,1-2-5
20260820,15,8,1-3-2
20260820,15,8,1-3-4
20260820,15,8,1-3-5
20260820,15,8,1-5-2
20260820,15,8,1-5-3
20260820,16,1,1-2-3
20260820,16,1,1-2-5
20260820,16,1,1-3-2
20260820,16,1,1-3-5
20260820,16,1,1-5-3
20260820,16,10,1-2-3
20260820,16,10,1-3-2
20260820,16,10,1-3-4
20260820,16,10,1-3-5
20260820,16,10,1-4-3
20260820,16,11,1-2-3
20260820,16,11,1-2-4
20260820,16,11,1-3-2
20260820,16,11,2-1-3
20260820,16,11,3-1-2
20260820,16,9,1-3-2
20260820,16,9,1-3-4
20260820,16,9,1-4-3
20260820,16,9,3-1-4
20260820,16,9,4-1-3
20260820,18,1,1-2-3
20260820,18,1,1-2-4
20260820,18,1,1-2-5
20260820,18,1,1-3-2
20260820,18,1,1-3-4
20260820,18,2,1-2-3
20260820,18,2,1-2-5
20260820,18,2,1-3-2
20260820,18,2,1-5-2
20260820,18,2,1-5-3
20260820,18,3,1-2-4
20260820,18,3,1-3-4
20260820,18,3,1-4-2
20260820,18,3,1-4-3
20260820,18,3,1-4-5
20260820,18,4,1-2-3
20260820,18,4,1-2-4
20260820,18,4,1-3-2
20260820,18,4,1-4-2
20260820,18,4,2-1-3
20260820,18,5,1-2-4
20260820,18,5,1-3-4
20260820,18,5,1-4-2
20260820,18,5,1-4-3
20260820,18,5,4-1-3
20260820,18,9,1-2-3
20260820,18,9,1-2-4
20260820,18,9,1-3-2
20260820,18,9,1-4-2
20260820,18,9,1-4-3
20260820,19,1,1-2-3
20260820,19,1,1-2-4
20260820,19,1,1-2-5
20260820,19,1,1-2-6
20260820,19,1,1-3-2
20260820,19,1,1-4-2
20260820,19,1,1-5-2
20260820,19,10,1-2-3
20260820,19,10,1-3-2
20260820,19,10,1-3-4
20260820,19,10,1-3-5
20260820,19,10,1-4-3
20260820,19,5,1-2-3
20260820,19,5,1-2-4
20260820,19,5,1-2-6
20260820,19,5,1-3-2
20260820,19,5,1-4-2
20260820,19,9,1-2-3
20260820,19,9,1-3-2
20260820,19,9,1-3-4
20260820,19,9,1-3-5
20260820,19,9,1-3-6
20260820,20,6,1-2-3
20260820,20,6,1-2-4
20260820,20,6,1-3-2
20260820,20,6,1-4-2
20260820,20,7,1-2-3
20260820,20,7,1-2-5
20260820,20,7,1-5-2
20260820,20,7,1-5-3
20260820,20,7,1-5-4
20260820,20,8,1-2-3
20260820,20,8,1-2-4
20260820,20,8,1-2-5
20260820,20,8,1-3-2
20260820,20,8,2-1-3
20260820,21,1,1-2-3
20260820,21,1,1-2-5
20260820,21,1,1-3-2
20260820,21,1,1-5-2
20260820,21,11,1-2-3
20260820,21,11,1-2-4
20260820,21,11,1-3-2
20260820,21,11,1-4-2
20260820,21,2,1-2-4
20260820,21,2,1-3-4
20260820,21,2,1-4-2
20260820,21,2,1-4-3
20260820,21,2,1-4-5
20260820,21,4,1-3-2
20260820,21,4,1-3-4
20260820,21,4,1-4-2
20260820,21,4,1-4-3
20260820,21,5,1-2-3
20260820,21,5,1-2-5
20260820,21,5,1-3-2
20260820,21,5,1-3-5
20260820,21,5,1-5-2
20260820,21,5,1-5-3
20260820,21,5,1-5-6
20260820,21,6,1-2-3
20260820,21,6,1-2-4
20260820,21,6,1-2-6
20260820,21,6,1-4-2
20260820,21,6,2-1-4
20260820,21,7,1-2-3
20260820,21,7,1-2-4
20260820,21,7,1-3-2
20260820,21,7,1-3-4
20260820,21,7,1-4-2
20260820,21,9,1-2-3
20260820,21,9,1-2-5
20260820,21,9,1-3-2
20260820,21,9,1-3-5
20260820,21,9,1-5-2
20260820,23,1,1-2-3
20260820,23,1,1-3-2
20260820,23,1,1-3-4
20260820,23,1,1-4-3
20260820,23,11,1-2-3
20260820,23,11,1-2-4
20260820,23,11,1-3-2
20260820,23,11,1-4-2
20260820,23,11,2-1-4
20260820,23,2,1-2-3
20260820,23,2,1-2-4
20260820,23,2,1-2-5
20260820,23,2,1-3-2
20260820,23,2,2-1-3
20260820,23,3,1-2-4
20260820,23,3,1-3-4
20260820,23,3,1-4-2
20260820,23,3,1-4-3
20260820,23,3,4-1-3
20260820,23,6,1-3-2
20260820,23,6,1-3-4
20260820,23,6,1-3-5
20260820,23,6,1-4-2
20260820,23,6,1-4-3
20260820,24,10,1-2-3
20260820,24,10,1-2-4
20260820,24,10,1-2-6
20260820,24,10,1-3-2
20260820,24,10,2-1-3
20260820,24,11,1-2-3
20260820,24,11,1-2-4
20260820,24,11,1-3-2
20260820,24,11,1-3-4
20260820,24,11,1-4-2
20260820,24,7,1-2-3
20260820,24,7,1-2-5
20260820,24,7,1-3-2
20260820,24,7,1-3-4
20260820,24,7,1-3-5
20260820,24,7,1-3-6
20260820,24,7,1-5-3
20260820,24,9,1-3-2
20260820,24,9,1-3-4
20260820,24,9,1-3-5
20260820,24,9,1-4-3
20260820,24,9,1-4-5
20260820,24,9,1-5-3
20260820,24,9,1-5-4
20260821,02,7,1-2-3
20260821,02,7,1-3-2
20260821,02,7,1-3-4
20260821,02,7,1-4-2
20260821,02,7,1-4-3
20260821,04,2,1-3-2
20260821,04,2,1-3-5
20260821,04,2,1-3-6
20260821,06,10,1-2-3
20260821,06,10,1-2-4
20260821,06,10,1-2-6
20260821,06,10,1-3-2
20260821,06,10,2-1-3
20260821,06,11,1-3-2
20260821,06,11,1-3-4
20260821,06,11,1-3-5
20260821,06,11,1-4-3
20260821,06,11,1-5-3
20260821,06,4,1-2-4
20260821,06,4,1-2-5
20260821,06,4,1-3-5
20260821,06,4,1-4-2
20260821,06,4,1-4-5
20260821,06,4,1-5-2
20260821,06,4,1-5-3
20260821,06,4,1-5-4
20260821,06,8,1-2-4
20260821,06,8,1-4-2
20260821,06,8,1-4-3
20260821,06,8,1-4-5
20260821,06,8,4-1-2
20260821,06,9,1-2-3
20260821,06,9,1-2-4
20260821,06,9,1-2-5
20260821,06,9,1-3-2
20260821,06,9,2-1-3
20260821,07,2,1-3-2
20260821,07,2,1-3-4
20260821,07,2,1-3-5
20260821,07,2,1-4-3
20260821,07,2,1-5-3
20260821,07,7,1-2-3
20260821,07,7,1-3-2
20260821,07,7,1-3-4
20260821,07,7,1-4-3
20260821,07,7,3-1-4
20260821,07,8,1-2-3
20260821,07,8,1-2-4
20260821,07,8,1-2-5
20260821,07,8,1-2-6
20260821,07,8,1-3-2
20260821,07,9,1-2-4
20260821,07,9,1-2-5
20260821,07,9,1-4-2
20260821,07,9,1-5-2
20260821,13,11,1-2-3
20260821,13,11,1-2-4
20260821,13,11,1-2-5
20260821,13,11,1-4-2
20260821,13,2,1-2-3
20260821,13,2,1-2-5
20260821,13,2,1-3-2
20260821,13,2,1-3-5
20260821,13,2,1-5-2
20260821,13,3,1-2-3
20260821,13,3,1-2-4
20260821,13,3,1-2-5
20260821,13,3,1-3-2
20260821,13,3,1-5-2
20260821,13,4,1-2-3
20260821,13,4,1-2-4
20260821,13,4,1-2-6
20260821,13,4,1-3-2
20260821,13,4,1-4-2
20260821,13,5,1-2-4
20260821,13,5,1-4-2
20260821,13,5,1-4-3
20260821,13,7,1-2-3
20260821,13,7,1-3-2
20260821,13,7,1-3-4
20260821,13,7,1-3-5
20260821,13,7,1-4-3
20260821,13,9,1-2-3
20260821,13,9,1-2-4
20260821,13,9,1-2-6
20260821,13,9,1-3-2
20260821,13,9,1-3-4
20260821,13,9,1-4-2
20260821,13,9,1-4-3
20260821,13,9,1-4-6
20260821,15,1,1-2-3
20260821,15,1,1-2-4
20260821,15,1,1-2-5
20260821,15,1,1-3-2
20260821,15,1,1-4-2
20260821,15,10,1-2-3
20260821,15,10,1-2-4
20260821,15,10,1-2-5
20260821,15,10,1-2-6
20260821,15,10,1-3-2
20260821,15,10,1-3-4
20260821,15,10,1-4-2
20260821,15,5,1-2-3
20260821,15,5,1-2-4
20260821,15,5,1-2-5
20260821,15,5,1-3-2
20260821,15,5,1-5-2
20260821,15,6,1-2-4
20260821,15,6,1-2-5
20260821,15,6,1-2-6
20260821,15,6,1-4-2
20260821,15,6,1-6-2
20260821,15,7,1-2-3
20260821,15,7,1-3-2
20260821,15,7,1-3-5
20260821,15,7,1-3-6
20260821,15,7,1-5-3
20260821,16,5,1-2-3
20260821,16,5,1-3-2
20260821,16,5,1-3-4
20260821,16,5,1-3-5
20260821,16,5,3-1-2
20260821,16,6,1-2-3
20260821,16,6,1-2-4
20260821,16,6,1-2-6
20260821,16,6,1-3-2
20260821,16,6,2-1-3
20260821,16,9,1-3-5
20260821,16,9,1-5-3
20260821,19,1,1-2-3
20260821,19,1,1-3-2
20260821,19,1,1-3-4
20260821,19,1,2-1-3
20260821,19,1,3-1-2
20260821,19,11,1-3-2
20260821,19,11,1-3-4
20260821,19,11,1-3-5
20260821,19,11,1-5-3
20260821,19,5,1-2-3
20260821,19,5,1-2-4
20260821,19,5,1-2-6
20260821,19,5,1-4-2
20260821,19,5,2-1-4
20260821,19,9,1-2-3
20260821,19,9,1-3-2
20260821,19,9,1-3-4
20260821,19,9,1-3-6
20260821,19,9,3-1-2
20260821,21,1,1-2-3
20260821,21,1,1-2-4
20260821,21,1,1-3-2
20260821,21,1,1-3-4
20260821,21,1,1-4-2
20260821,21,11,1-2-3
20260821,21,11,1-3-2
20260821,21,11,1-3-4
20260821,21,11,1-3-5
20260821,21,11,1-4-3
20260821,21,11,1-5-3
20260821,21,11,1-5-4
20260821,21,2,1-2-4
20260821,21,2,1-3-2
20260821,21,2,1-3-4
20260821,21,2,1-4-2
20260821,21,2,1-4-3
20260821,21,3,1-3-2
20260821,21,3,1-3-4
20260821,21,3,1-3-5
20260821,21,3,1-4-3
20260821,21,3,1-5-3
20260821,21,4,1-2-3
20260821,21,4,1-2-4
20260821,21,4,1-2-6
20260821,21,4,1-3-2
20260821,21,4,1-4-2
20260821,21,5,1-2-3
20260821,21,5,1-2-4
20260821,21,5,1-2-5
20260821,21,5,1-3-2
20260821,21,5,1-4-2
20260821,21,5,1-5-2
20260821,21,5,1-5-4
20260821,21,9,1-2-3
20260821,21,9,1-3-2
20260821,21,9,1-3-4
20260821,21,9,1-3-6
20260821,21,9,3-1-2
20260821,23,1,1-2-3
20260821,23,1,1-2-4
20260821,23,1,1-2-5
20260821,23,1,1-3-2
20260821,23,1,1-3-4
20260821,23,1,1-3-5
20260821,23,1,1-4-2
20260821,23,1,1-4-3
20260821,23,8,1-2-5
20260821,23,8,1-4-5
20260821,23,8,1-5-2
20260821,23,8,1-5-3
20260821,23,8,1-5-4
20260821,24,1,1-2-3
20260821,24,1,1-3-2
20260821,24,1,1-3-4
20260821,24,1,1-3-5
20260821,24,1,1-3-6
20260821,24,10,1-2-3
20260821,24,10,1-2-4
20260821,24,10,1-3-2
20260821,24,10,1-3-4
20260821,24,10,1-4-2
20260821,24,7,1-2-3
20260821,24,7,1-2-4
20260821,24,7,1-3-2
20260821,24,7,1-3-4
20260821,24,7,1-4-2
20260821,24,8,1-2-3
20260821,24,8,1-2-5
20260821,24,8,1-2-6
20260821,24,8,1-3-2
20260821,24,8,1-3-6
20260821,24,8,1-6-2
20260821,24,8,1-6-3
20260822,02,7,1-2-3
20260822,02,7,1-2-4
20260822,02,7,1-3-2
20260822,02,7,1-3-4
20260822,02,7,1-4-3
20260822,04,2,1-2-3
20260822,04,2,1-2-5
20260822,04,2,1-3-2
20260822,04,2,1-5-2
20260822,06,10,1-2-3
20260822,06,10,1-3-2
20260822,06,10,1-3-4
20260822,06,10,1-3-5
20260822,06,10,1-4-3
20260822,06,10,1-5-3
20260822,06,10,1-5-4
20260822,06,4,1-2-3
20260822,06,4,1-2-4
20260822,06,4,1-2-5
20260822,06,4,1-3-2
20260822,06,8,1-2-4
20260822,06,8,1-3-4
20260822,06,8,1-4-2
20260822,06,8,1-4-3
20260822,06,8,4-1-2
20260822,06,9,1-2-4
20260822,06,9,1-3-4
20260822,06,9,1-4-2
20260822,06,9,1-4-3
20260822,06,9,4-1-3
20260822,07,1,1-2-3
20260822,07,1,1-2-5
20260822,07,1,1-3-2
20260822,07,1,1-3-5
20260822,07,1,1-5-2
20260822,07,10,1-3-2
20260822,07,10,1-3-4
20260822,07,10,1-4-2
20260822,07,10,1-4-3
20260822,07,2,1-2-3
20260822,07,2,1-2-5
20260822,07,2,1-3-2
20260822,07,2,1-3-5
20260822,07,2,1-5-2
20260822,07,2,1-5-3
20260822,07,2,1-5-4
20260822,07,6,1-2-4
20260822,07,6,1-4-2
20260822,07,6,1-4-3
20260822,07,6,1-4-5
20260822,07,6,4-1-2
20260822,07,7,1-2-3
20260822,07,7,1-3-2
20260822,07,7,1-3-4
20260822,07,7,1-3-5
20260822,07,7,1-4-3
20260822,07,8,1-3-2
20260822,07,8,1-3-4
20260822,07,8,1-3-5
20260822,07,8,1-3-6
20260822,07,8,1-4-3
20260822,07,9,1-3-4
20260822,07,9,1-4-2
20260822,07,9,1-4-3
20260822,07,9,3-1-4
20260822,07,9,4-1-3
20260822,08,1,1-2-3
20260822,08,1,1-2-4
20260822,08,1,1-3-2
20260822,08,1,1-4-2
20260822,08,1,1-4-3
20260822,08,6,1-2-3
20260822,08,6,1-2-4
20260822,08,6,1-2-5
20260822,08,6,1-3-2
20260822,08,6,1-3-4
20260822,08,6,1-4-2
20260822,08,6,1-4-3
20260822,16,1,1-2-3
20260822,16,1,1-2-4
20260822,16,1,1-3-2
20260822,16,1,1-3-4
20260822,16,1,1-4-2
20260822,16,5,1-3-4
20260822,16,5,1-4-3
20260822,16,5,1-4-5
20260822,16,5,1-5-3
20260822,16,5,1-5-4
20260822,16,7,1-2-5
20260822,16,7,1-3-2
20260822,16,7,1-3-4
20260822,16,7,1-3-5
20260822,16,7,1-4-5
20260822,16,7,1-5-2
20260822,16,7,1-5-3
20260822,16,7,1-5-4
20260822,16,9,1-3-5
20260822,16,9,1-5-3
20260822,16,9,1-5-4
20260822,19,10,1-3-2
20260822,19,10,1-3-4
20260822,19,10,1-4-3
20260822,19,10,3-1-4
20260822,19,10,4-1-3
20260822,19,8,1-2-4
20260822,19,8,1-3-4
20260822,19,8,1-4-2
20260822,19,8,1-4-3
20260822,19,8,1-4-5
20260822,19,9,1-2-3
20260822,19,9,1-2-4
20260822,19,9,1-2-5
20260822,19,9,1-2-6
20260822,19,9,1-3-2
20260822,20,3,1-2-3
20260822,20,3,1-2-4
20260822,20,3,1-3-2
20260822,20,3,1-3-4
20260822,20,3,1-4-2
20260822,20,3,1-4-3
20260822,20,3,1-4-6
20260822,20,8,1-2-3
