日付,場コード,レース番号,買い目,最終オッズ
20260806,19,7,1-2-5,5.8
20260806,19,7,1-3-5,31.3
20260806,19,7,1-5-2,4.8
20260806,19,7,1-5-3,15.7
20260806,19,7,1-5-4,24.9
20260806,19,8,1-2-3,7.7
20260806,19,8,1-3-2,5.8
20260806,19,8,1-3-4,4.7
20260806,19,8,1-4-3,11.5
20260806,19,8,3-1-2,62.6
20260806,24,1,1-2-3,12.4
20260806,24,1,1-2-5,12.4
20260806,24,1,1-3-2,19.9
20260806,24,1,1-5-2,21.7
20260806,24,1,1-5-3,27.1
20260806,24,12,1-2-3,7.4
20260806,24,12,1-3-2,7.9
20260806,24,12,1-3-4,8.5
20260806,24,12,1-3-5,14.6
20260806,24,12,1-4-3,18.2
20260806,24,7,1-2-3,21.9
20260806,24,7,1-3-2,17.9
20260806,24,7,1-3-4,6.6
20260806,24,7,1-4-3,13.3
20260806,24,8,1-3-4,15.2
20260806,24,8,1-3-6,10.9
20260806,24,8,1-4-3,28.9
20260806,24,8,1-4-6,19.4
20260806,24,8,1-6-3,7.3
20260806,24,9,1-2-5,6.8
20260806,24,9,1-4-2,32.7
20260806,24,9,1-4-3,57.0
20260806,24,9,1-4-5,21.4
20260806,24,9,1-5-2,7.3
20260806,24,9,1-5-3,14.4
20260806,24,9,1-5-4,13.6
20260807,02,7,1-2-3,10.6
20260807,02,7,1-3-2,11.9
20260807,02,7,1-3-4,7.9
20260807,02,7,1-3-5,10.9
20260807,02,7,1-4-3,11.5
20260807,09,10,1-2-3,5.6
20260807,09,10,1-3-2,5.9
20260807,09,10,1-3-4,16.9
20260807,09,10,1-3-5,6.8
20260807,09,10,3-1-2,27.3
20260807,09,5,1-2-3,10.8
20260807,09,5,1-2-4,6.9
20260807,09,5,1-3-2,16.7
20260807,09,5,1-3-4,12.4
20260807,09,5,1-3-5,11.8
20260807,09,5,1-4-2,11.8
20260807,09,5,1-4-3,14.9
20260807,09,5,1-4-5,9.3
20260807,09,9,1-3-5,18.2
20260807,09,9,1-5-2,25.9
20260807,09,9,1-5-3,15.5
20260807,09,9,1-5-4,31.0
20260807,09,9,1-5-6,11.5
20260807,10,1,1-2-3,2.9
20260807,10,1,1-2-4,8.7
20260807,10,1,1-2-5,6.3
20260807,10,1,1-3-2,8.9
20260807,10,1,2-1-3,16.1
20260807,10,2,1-2-3,7.4
20260807,10,2,1-2-4,5.6
20260807,10,2,1-4-2,24.7
20260807,10,2,2-1-3,7.5
20260807,10,2,2-1-4,4.1
20260807,10,3,1-2-3,8.3
20260807,10,3,1-3-2,4.3
20260807,10,3,1-3-4,4.0
20260807,10,3,1-4-2,35.2
20260807,10,3,1-4-3,15.5
20260807,10,5,1-2-4,19.0
20260807,10,5,1-4-2,18.7
20260807,10,5,1-4-3,20.7
20260807,10,5,1-4-6,7.6
20260807,14,1,1-2-3,9.0
20260807,14,1,1-3-2,6.0
20260807,14,1,1-3-4,5.8
20260807,14,1,1-3-5,5.9
20260807,14,1,1-4-3,10.7
20260807,14,3,1-2-3,4.6
20260807,14,3,1-2-4,6.6
20260807,14,3,1-2-5,6.2
20260807,14,3,1-5-2,16.6
20260807,14,3,2-1-5,31.2
20260807,14,4,1-2-3,37.1
20260807,14,4,1-2-5,19.0
20260807,14,4,1-2-6,8.6
20260807,14,4,1-5-2,30.1
20260807,14,4,1-5-6,19.7
20260807,14,4,1-6-2,12.1
20260807,14,4,1-6-5,16.6
20260807,15,8,1-2-3,7.0
20260807,15,8,1-2-4,4.1
20260807,15,8,1-3-2,14.0
20260807,15,8,1-4-2,6.4
20260807,15,8,1-4-3,13.1
20260807,15,9,1-2-3,24.3
20260807,15,9,1-2-4,15.4
20260807,15,9,1-2-5,30.7
20260807,15,9,1-3-2,34.2
20260807,15,9,1-3-4,28.3
20260807,15,9,1-4-2,18.4
20260807,15,9,1-4-3,32.7
20260807,17,1,1-2-4,12.8
20260807,17,1,1-2-5,14.2
20260807,17,1,1-2-6,9.5
20260807,17,1,1-4-2,19.7
20260807,17,1,1-5-2,24.1
20260807,17,1,1-5-4,32.0
20260807,17,1,1-6-2,18.6
20260807,17,4,1-2-5,8.5
20260807,17,4,1-2-6,9.5
20260807,17,4,1-5-2,13.2
20260807,17,4,1-5-3,18.2
20260807,17,4,1-5-6,8.9
20260807,17,4,1-6-2,18.1
20260807,17,4,1-6-5,16.1
20260807,17,5,1-2-4,6.7
20260807,17,5,1-3-4,9.1
20260807,17,5,1-4-2,7.2
20260807,17,5,1-4-3,9.2
20260807,17,5,1-4-5,11.8
20260807,17,8,1-2-3,14.5
20260807,17,8,1-3-2,10.3
20260807,17,8,1-3-4,5.2
20260807,17,8,1-3-5,5.9
20260807,17,8,1-4-3,10.2
20260807,19,12,1-2-3,8.3
20260807,19,12,1-2-4,7.4
20260807,19,12,1-3-2,11.3
20260807,19,12,1-3-4,9.6
20260807,19,12,1-4-2,11.7
20260807,19,6,1-3-4,13.3
20260807,19,6,1-4-2,25.6
20260807,19,6,1-4-3,14.6
20260807,19,6,1-4-5,15.0
20260807,19,6,1-4-6,7.7
20260807,19,8,1-2-3,18.1
20260807,19,8,1-2-4,9.1
20260807,19,8,1-3-2,20.7
20260807,19,8,1-3-4,9.5
20260807,19,8,1-4-2,10.1
20260807,19,8,1-4-3,9.1
20260807,19,8,1-4-5,7.1
20260807,19,8,1-5-4,20.4
20260807,20,1,1-2-3,6.7
20260807,20,1,1-2-4,7.7
20260807,20,1,1-3-2,10.8
20260807,20,1,1-4-2,14.6
20260807,20,1,1-4-3,22.8
20260807,20,11,1-2-3,5.7
20260807,20,11,1-2-4,12.2
20260807,20,11,1-3-2,8.5
20260807,20,11,1-3-4,13.0
20260807,20,11,1-4-2,30.0
20260807,20,6,1-2-4,10.1
20260807,20,6,1-2-5,13.1
20260807,20,6,1-4-2,9.7
20260807,20,6,1-4-5,7.1
20260807,20,6,1-5-4,11.5
20260807,20,9,1-2-3,
20260807,20,9,1-3-2,
20260807,20,9,1-3-4,
20260807,20,9,1-3-5,
20260807,20,9,1-4-3,
20260807,24,10,1-2-3,10.4
20260807,24,10,1-2-4,12.7
20260807,24,10,1-2-5,4.9
20260807,24,10,1-5-2,8.0
20260807,24,10,2-1-5,16.9
20260807,24,2,1-2-4,54.1
20260807,24,2,1-2-5,14.9
20260807,24,2,1-4-5,136.7
20260807,24,2,1-5-2,10.3
20260807,24,2,1-5-4,46.0
20260808,05,11,1-2-3,6.9
20260808,05,11,1-3-2,6.7
20260808,05,11,1-3-4,6.1
20260808,05,11,1-3-5,17.1
20260808,05,11,1-4-3,15.2
20260808,05,3,1-2-3,28.8
20260808,05,3,1-3-2,18.2
20260808,05,3,1-3-4,31.6
20260808,05,3,1-3-5,9.0
20260808,05,3,3-1-2,29.3
20260808,05,7,1-2-3,16.7
20260808,05,7,1-2-4,13.1
20260808,05,7,1-2-6,6.1
20260808,05,7,1-3-2,24.1
20260808,05,7,1-6-2,7.2
20260808,05,8,1-3-2,7.3
20260808,05,8,1-3-4,14.5
20260808,05,8,1-3-5,17.2
20260808,05,8,1-3-6,4.9
20260808,05,8,3-1-2,12.4
20260808,05,9,1-2-3,15.3
20260808,05,9,1-3-2,12.3
20260808,05,9,1-3-4,10.8
20260808,05,9,1-3-5,6.7
20260808,05,9,1-5-3,12.7
20260808,09,1,1-2-3,11.5
20260808,09,1,1-2-4,6.8
20260808,09,1,1-3-2,29.4
20260808,09,1,1-4-2,12.0
20260808,09,1,1-4-3,32.0
20260808,09,2,1-2-3,17.9
20260808,09,2,1-2-5,19.7
20260808,09,2,1-3-2,19.1
20260808,09,2,1-5-2,26.1
20260808,09,2,1-5-3,13.3
20260808,09,5,1-2-3,4.8
20260808,09,5,1-3-2,6.6
20260808,09,5,1-3-5,6.1
20260808,10,1,1-2-3,7.1
20260808,10,1,1-3-2,4.4
20260808,10,1,1-3-4,11.8
20260808,10,1,1-3-5,5.3
20260808,10,1,3-1-2,20.5
20260808,10,2,1-2-3,3.5
20260808,10,2,1-2-4,10.2
20260808,10,2,1-2-5,4.2
20260808,10,2,1-3-2,16.7
20260808,10,2,1-5-2,12.7
20260808,10,3,1-2-3,7.7
20260808,10,3,1-3-2,5.3
20260808,10,3,1-3-4,13.7
20260808,10,3,1-3-5,5.9
20260808,10,3,1-5-3,21.6
20260808,10,8,1-2-3,5.8
20260808,10,8,1-2-5,8.1
20260808,10,8,1-3-2,11.9
20260808,10,8,1-3-5,19.4
20260808,10,8,1-5-2,18.3
20260808,10,9,1-2-4,5.1
20260808,10,9,1-4-2,4.4
20260808,10,9,1-4-3,15.0
20260808,10,9,2-1-4,40.0
20260808,10,9,4-1-2,18.7
20260808,12,12,1-3-4,10.3
20260808,12,12,1-3-5,11.4
20260808,12,12,1-4-2,23.6
20260808,12,12,1-4-3,16.0
20260808,12,12,1-4-5,12.0
20260808,12,12,1-5-3,21.8
20260808,12,12,1-5-4,19.2
20260808,12,2,1-2-3,5.5
20260808,12,2,1-2-4,9.0
20260808,12,2,1-3-2,8.9
20260808,12,2,1-3-4,19.9
20260808,12,2,1-4-2,17.6
20260808,12,3,1-2-3,6.2
20260808,12,3,1-3-2,5.9
20260808,12,3,1-3-4,9.3
20260808,12,3,1-3-5,28.9
20260808,12,3,1-3-6,5.5
20260808,12,5,1-2-3,36.4
20260808,12,5,1-2-4,28.6
20260808,12,5,1-3-2,30.4
20260808,12,5,1-3-4,10.0
20260808,12,5,1-3-6,12.2
20260808,12,5,1-4-2,23.3
20260808,12,5,1-4-3,12.0
20260808,12,7,1-2-3,7.3
20260808,12,7,1-2-4,17.3
20260808,12,7,1-2-6,4.5
20260808,12,7,1-3-2,15.8
20260808,12,7,2-1-3,42.6
20260808,14,1,1-2-4,24.6
20260808,14,1,1-3-2,15.7
20260808,14,1,1-3-4,8.3
20260808,14,1,1-4-2,29.5
20260808,14,1,1-4-3,14.8
20260808,14,3,1-2-4,5.6
20260808,14,3,1-3-4,18.6
20260808,14,3,1-4-2,5.0
20260808,14,3,1-4-3,12.0
20260808,14,3,4-1-2,21.6
20260808,14,4,1-2-3,11.9
20260808,14,4,1-3-2,8.3
20260808,14,4,1-3-4,4.8
20260808,14,4,1-3-5,6.6
20260808,14,4,1-4-3,9.2
20260808,14,9,1-2-3,18.4
20260808,14,9,1-3-2,17.4
20260808,14,9,1-3-4,21.3
20260808,14,9,1-3-5,67.8
20260808,14,9,1-3-6,8.6
20260808,14,9,1-4-3,39.9
20260808,14,9,1-6-3,9.0
20260808,15,8,1-2-3,7.7
20260808,15,8,1-2-4,3.4
20260808,15,8,1-4-2,4.2
20260808,15,8,2-1-4,63.0
20260808,15,8,4-1-2,37.5
20260808,16,4,1-2-3,7.9
20260808,16,4,1-3-2,5.1
20260808,16,4,1-3-4,5.0
20260808,16,4,1-3-5,8.1
20260808,16,4,3-1-2,36.0
20260808,16,6,1-2-4,18.9
20260808,16,6,1-2-6,11.5
20260808,16,6,1-4-2,29.2
20260808,16,6,1-6-2,12.9
20260808,16,6,1-6-4,14.4
20260808,16,7,1-2-3,24.1
20260808,16,7,1-2-4,78.9
20260808,16,7,1-2-5,74.7
20260808,16,7,1-2-6,9.7
20260808,16,7,1-3-2,40.7
20260808,17,1,1-2-3,8.1
20260808,17,1,1-3-2,7.3
20260808,17,1,1-3-4,9.2
20260808,17,1,1-3-6,6.4
20260808,17,1,1-4-3,15.9
20260808,17,2,1-2-3,17.5
20260808,17,2,1-2-5,8.6
20260808,17,2,1-3-2,19.6
20260808,17,2,1-3-5,11.0
20260808,17,2,1-5-2,9.2
20260808,17,2,1-5-3,10.0
20260808,17,2,1-5-6,7.7
20260808,17,6,1-3-2,32.4
20260808,17,6,1-3-4,4.9
20260808,17,6,1-3-6,4.8
20260808,17,6,1-4-3,8.2
20260808,17,6,3-1-4,23.8
20260808,17,7,1-2-3,6.9
20260808,17,7,1-2-4,6.5
20260808,17,7,1-3-2,12.2
20260808,17,7,1-3-4,16.3
20260808,17,7,1-4-2,13.9
20260808,17,8,1-2-3,11.0
20260808,17,8,1-2-6,11.3
20260808,17,8,1-3-2,9.1
20260808,17,8,1-3-4,9.2
20260808,17,8,1-3-5,22.8
20260808,17,8,1-3-6,5.3
20260808,17,8,1-6-2,14.2
20260808,17,8,1-6-3,9.7
20260808,17,9,1-2-4,13.6
20260808,17,9,1-3-2,10.4
20260808,17,9,1-3-4,5.4
20260808,17,9,1-4-2,11.4
20260808,17,9,1-4-3,7.5
20260808,19,1,1-2-3,11.3
20260808,19,1,1-2-4,7.2
20260808,19,1,1-3-2,12.8
20260808,19,1,1-4-2,7.3
20260808,19,1,1-4-3,7.6
20260808,19,5,1-2-3,10.0
20260808,19,5,1-2-4,4.3
20260808,19,5,1-3-2,22.3
20260808,19,5,1-4-2,6.1
20260808,19,5,1-4-3,15.5
20260808,19,6,1-2-3,12.3
20260808,19,6,1-3-2,16.5
20260808,19,6,1-3-4,31.8
20260808,19,6,1-3-5,10.9
20260808,19,6,1-4-3,63.8
20260808,19,7,1-2-3,15.9
20260808,19,7,1-2-4,12.0
20260808,19,7,1-2-6,5.6
20260808,19,7,1-4-2,28.9
20260808,19,7,1-4-6,17.6
20260808,19,7,1-6-2,6.6
20260808,19,7,1-6-3,19.3
20260808,19,7,1-6-4,15.8
20260808,20,7,1-2-3,7.2
20260808,20,7,1-2-6,10.1
20260808,20,7,1-3-2,7.7
20260808,20,7,2-1-3,37.8
20260808,20,7,3-1-2,32.1
20260808,20,9,1-2-3,5.8
20260808,20,9,1-3-2,4.7
20260808,20,9,1-3-4,20.7
20260808,20,9,2-1-3,11.1
20260808,20,9,3-1-2,10.9
20260808,24,6,1-2-3,16.3
20260808,24,6,1-3-2,5.3
20260808,24,6,1-3-4,5.0
20260808,24,6,2-1-3,106.8
20260808,24,6,3-1-2,15.1
20260808,24,7,1-2-3,3.5
20260808,24,7,1-2-4,6.5
20260808,24,7,1-3-2,10.1
20260808,24,7,1-4-2,28.7
20260808,24,7,2-1-4,31.9
20260809,02,7,1-2-3,10.1
20260809,02,7,1-2-4,22.8
20260809,02,7,1-3-2,10.1
20260809,02,7,1-4-2,35.4
20260809,05,10,1-2-3,15.3
20260809,05,10,1-3-2,12.8
20260809,05,10,1-3-4,8.7
20260809,05,10,1-3-5,7.6
20260809,05,10,1-4-3,13.8
20260809,05,9,1-2-4,27.5
20260809,05,9,1-3-4,18.2
20260809,05,9,1-4-2,11.1
20260809,05,9,1-4-3,7.2
20260809,05,9,4-1-3,11.5
20260809,09,1,1-2-3,3.6
20260809,09,1,1-2-4,12.5
20260809,09,1,1-3-2,6.0
20260809,09,1,1-3-4,15.8
20260809,09,5,1-2-3,3.6
20260809,09,5,1-2-4,3.3
20260809,09,6,1-3-4,17.0
20260809,09,6,1-4-3,12.1
20260809,09,6,1-4-5,4.7
20260809,09,6,1-5-3,15.9
20260809,09,6,1-5-4,7.3
20260809,10,1,1-2-3,7.6
20260809,10,1,1-2-4,5.7
20260809,10,1,1-4-2,8.1
20260809,10,2,1-2-3,4.2
20260809,10,2,1-2-4,30.1
20260809,10,2,1-3-2,6.8
20260809,10,2,2-1-3,14.1
20260809,10,2,3-1-2,55.6
20260809,10,3,1-2-3,7.2
20260809,10,3,1-2-4,17.9
20260809,10,3,1-3-2,4.9
20260809,10,3,1-3-4,4.2
20260809,10,3,1-4-3,13.3
20260809,10,4,1-2-4,34.7
20260809,10,4,1-4-2,23.4
20260809,10,4,1-4-3,20.3
20260809,10,4,1-4-5,12.4
20260809,10,4,1-4-6,7.4
20260809,10,5,1-3-4,22.0
20260809,10,5,1-4-2,12.9
20260809,10,5,1-4-3,17.6
20260809,10,5,1-4-5,5.6
20260809,10,5,1-5-4,8.6
20260809,10,7,1-2-3,14.7
20260809,10,7,1-2-4,21.2
20260809,10,7,1-3-2,11.4
20260809,10,7,1-3-4,5.2
20260809,10,7,1-4-2,23.3
20260809,10,7,1-4-3,9.3
20260809,10,7,1-4-5,25.1
20260809,10,7,1-4-6,12.1
20260809,10,8,1-2-3,7.1
20260809,10,8,1-3-2,6.2
20260809,10,8,1-3-4,7.7
20260809,10,8,2-1-3,24.7
20260809,10,8,3-1-2,14.2
20260809,12,1,1-2-3,12.0
20260809,12,1,1-2-4,14.9
20260809,12,1,1-2-5,48.1
20260809,12,1,1-3-2,11.6
20260809,12,1,1-3-4,11.4
20260809,12,1,1-4-2,19.5
20260809,12,1,1-4-3,18.9
20260809,12,11,1-3-2,8.9
20260809,12,11,1-3-4,11.1
20260809,12,11,1-3-5,7.2
20260809,12,11,1-4-3,23.4
20260809,12,11,1-5-3,12.7
20260809,12,2,1-3-2,15.4
20260809,12,2,1-3-4,18.9
20260809,12,2,1-3-6,7.5
20260809,12,2,1-4-3,32.1
20260809,12,2,1-4-6,24.3
20260809,12,2,1-6-3,12.0
20260809,12,2,1-6-4,26.5
20260809,12,5,1-3-2,10.6
20260809,12,5,1-3-4,10.4
20260809,12,5,1-3-6,6.4
20260809,12,5,1-4-3,20.6
20260809,12,6,1-2-3,9.2
20260809,12,6,1-2-4,10.3
20260809,12,6,1-2-6,3.9
20260809,12,6,1-3-2,23.9
20260809,12,6,1-6-2,7.4
20260809,12,7,1-2-3,15.6
20260809,12,7,1-2-5,8.7
20260809,12,7,1-2-6,11.9
20260809,12,7,1-3-2,20.6
20260809,12,7,1-3-5,12.9
20260809,12,7,1-5-2,14.7
20260809,12,7,1-5-3,19.5
20260809,13,5,1-3-2,45.7
20260809,13,5,1-3-5,5.1
20260809,13,5,1-5-3,8.9
20260809,13,5,3-1-5,8.2
20260809,13,5,5-1-3,25.4
20260809,13,6,1-2-3,5.3
20260809,13,6,1-3-2,4.5
20260809,13,6,1-3-4,14.9
20260809,13,6,1-3-5,4.1
20260809,13,6,3-1-2,41.5
20260809,13,8,1-2-3,15.6
20260809,13,8,1-2-4,6.1
20260809,13,8,1-4-2,5.4
20260809,13,8,1-4-3,12.8
20260809,13,8,2-1-4,58.5
20260809,13,9,1-2-3,22.0
20260809,13,9,1-2-4,8.6
20260809,13,9,1-3-4,26.2
20260809,13,9,1-4-2,8.0
20260809,13,9,1-4-3,19.4
20260809,14,1,1-2-3,22.2
20260809,14,1,1-2-4,9.6
20260809,14,1,1-2-5,11.0
20260809,14,1,1-3-2,33.8
20260809,14,1,1-3-5,20.9
20260809,14,1,1-5-2,14.2
20260809,14,1,1-5-3,22.1
20260809,14,1,1-5-4,9.1
20260809,14,4,1-2-3,16.9
20260809,14,4,1-2-4,8.5
20260809,14,4,1-2-5,13.6
20260809,14,4,1-2-6,4.7
20260809,14,4,1-3-2,45.0
20260809,14,4,1-4-2,21.2
20260809,14,4,1-5-2,40.1
20260809,14,5,1-2-5,21.3
20260809,14,5,1-4-5,16.6
20260809,14,5,1-5-2,10.6
20260809,14,5,1-5-3,6.2
20260809,14,5,1-5-4,9.1
20260809,14,7,1-3-2,28.3
20260809,14,7,1-3-4,37.2
20260809,14,7,1-3-5,25.2
20260809,14,7,1-4-3,57.0
20260809,14,7,1-4-5,27.4
20260809,14,7,1-5-3,19.6
20260809,14,7,1-5-4,18.4
20260809,15,11,1-2-3,4.8
20260809,15,11,1-2-4,13.7
20260809,15,11,1-2-5,5.0
20260809,15,11,1-3-2,11.6
20260809,15,11,1-5-2,14.0
20260809,15,7,1-2-3,17.8
20260809,15,7,1-2-4,34.4
20260809,15,7,1-2-5,7.2
20260809,15,7,1-5-2,7.1
20260809,15,7,1-5-4,30.6
20260809,15,8,1-2-3,12.0
20260809,15,8,1-2-4,5.2
20260809,15,8,1-3-2,17.3
20260809,15,8,1-4-2,5.8
20260809,15,8,1-4-3,7.9
20260809,16,4,1-2-5,20.3
20260809,16,4,1-3-4,10.1
20260809,16,4,1-3-5,9.8
20260809,16,4,1-4-3,10.6
20260809,16,4,1-4-5,8.8
20260809,16,4,1-5-2,20.5
20260809,16,4,1-5-3,11.9
20260809,16,4,1-5-4,10.9
20260809,20,1,1-2-3,12.4
20260809,20,1,1-2-5,8.4
20260809,20,1,1-3-2,15.1
20260809,20,1,1-3-5,13.8
20260809,20,1,1-5-2,13.2
20260809,20,10,1-2-4,14.4
20260809,20,10,1-3-4,13.4
20260809,20,10,1-4-2,11.8
20260809,20,10,1-4-3,13.1
20260809,20,10,4-1-2,53.1
20260809,20,12,1-3-4,8.1
20260809,20,12,1-4-2,19.5
20260809,20,12,1-4-3,8.8
20260809,20,12,1-4-5,13.1
20260809,23,1,1-2-3,4.6
20260809,23,1,1-3-2,5.5
20260809,23,1,1-3-4,7.3
20260809,23,2,1-2-3,4.5
20260809,23,2,1-2-4,11.4
20260809,23,2,1-3-2,4.0
20260809,23,2,1-3-4,6.3
20260809,23,2,1-4-3,18.0
20260809,24,12,1-2-3,11.2
20260809,24,12,1-3-2,8.3
20260809,24,12,1-3-4,7.5
20260809,24,12,1-3-5,6.7
20260809,24,12,1-5-3,19.7
20260809,24,6,1-3-4,11.3
20260809,24,6,1-3-5,7.4
20260809,24,6,1-4-3,16.0
20260809,24,6,1-4-5,9.8
20260809,24,6,1-5-3,8.7
20260810,05,11,1-2-4,10.5
20260810,05,11,1-2-5,10.7
20260810,05,11,1-4-2,12.4
20260810,05,11,1-5-2,15.1
20260810,05,8,1-2-3,4.2
20260810,05,8,1-2-4,6.5
20260810,05,8,1-2-5,14.4
20260810,05,8,1-4-2,35.9
20260810,05,8,2-1-4,15.0
20260810,08,1,1-2-4,6.8
20260810,08,1,1-4-2,6.2
20260810,08,1,1-4-6,5.7
20260810,08,10,1-3-2,11.3
20260810,08,10,1-3-4,5.2
20260810,08,10,1-3-5,7.2
20260810,08,10,1-4-3,13.4
20260810,08,10,1-5-3,25.7
20260810,08,11,1-2-3,12.6
20260810,08,11,1-2-4,12.3
20260810,08,11,1-2-5,20.8
20260810,08,11,1-3-2,12.5
20260810,08,11,1-4-2,17.2
20260810,08,4,1-2-3,9.7
20260810,08,4,1-2-5,5.6
20260810,08,4,1-3-2,13.0
20260810,08,4,1-5-2,5.9
20260810,08,4,1-5-3,9.0
20260810,09,1,1-2-3,9.8
20260810,09,1,1-2-4,7.5
20260810,09,1,1-3-2,19.5
20260810,09,1,1-4-2,11.6
20260810,09,2,1-2-3,14.3
20260810,09,2,1-2-4,25.3
20260810,09,2,1-3-2,8.4
20260810,09,2,1-3-4,5.8
20260810,09,2,1-4-3,15.6
20260810,09,3,1-2-3,8.8
20260810,09,3,1-2-4,8.4
20260810,09,3,1-2-5,5.5
20260810,09,3,1-4-2,27.4
20260810,09,3,1-5-2,12.1
20260810,09,5,1-2-3,3.7
20260810,09,5,1-2-5,5.9
20260810,09,5,1-3-2,7.2
20260810,09,5,1-3-5,10.1
20260810,09,5,1-5-2,11.7
20260810,09,6,1-2-3,16.9
20260810,09,6,1-3-2,17.8
20260810,09,6,1-3-4,9.4
20260810,09,6,1-3-5,14.2
20260810,09,6,1-4-3,10.0
20260810,09,7,1-2-3,10.1
20260810,09,7,1-2-6,7.1
20260810,09,7,1-3-2,18.7
20260810,09,7,1-3-6,12.7
20260810,09,7,1-6-2,14.3
20260810,09,7,1-6-3,24.1
20260810,09,7,1-6-4,39.6
20260810,09,8,1-2-3,15.6
20260810,09,8,1-2-6,6.6
20260810,09,8,1-3-2,24.3
20260810,09,8,1-3-6,14.3
20260810,09,8,1-6-2,6.5
20260810,09,9,1-2-3,11.2
20260810,09,9,1-2-4,5.7
20260810,09,9,1-2-5,9.0
20260810,09,9,1-4-2,10.5
20260810,09,9,1-5-2,22.6
20260810,13,11,1-2-3,8.0
20260810,13,11,1-3-2,14.0
20260810,13,11,1-3-4,17.9
20260810,13,11,1-4-3,22.4
20260810,13,11,3-1-2,187.2
20260810,13,8,1-2-3,11.7
20260810,13,8,1-2-5,15.2
20260810,13,8,1-2-6,5.9
20260810,13,8,1-3-2,24.1
20260810,13,8,1-6-2,11.4
20260810,14,1,1-2-3,6.0
20260810,14,1,1-2-4,16.1
20260810,14,1,1-3-2,7.3
20260810,14,1,1-4-2,35.5
20260810,14,3,1-2-4,19.1
20260810,14,3,1-4-2,10.5
20260810,14,3,1-4-3,13.6
20260810,14,3,1-4-5,8.1
20260810,14,3,1-5-4,27.1
20260810,15,5,1-2-3,28.8
20260810,15,5,1-3-2,23.9
20260810,15,5,1-3-4,14.6
20260810,15,5,1-3-6,7.4
20260810,15,5,1-4-3,34.7
20260810,15,5,1-4-6,23.4
20260810,15,5,1-6-3,9.8
20260810,15,6,1-3-2,10.7
20260810,15,6,1-3-4,5.6
20260810,15,6,1-4-3,6.9
20260810,15,6,3-1-4,78.4
20260810,15,6,4-1-3,62.1
20260810,15,7,1-2-3,7.6
20260810,15,7,1-2-4,15.2
20260810,15,7,1-2-6,5.2
20260810,15,7,1-3-2,13.9
20260810,15,7,2-1-3,88.3
20260810,15,9,1-2-3,6.7
20260810,15,9,1-2-4,8.8
20260810,15,9,1-2-5,7.6
20260810,15,9,1-3-2,8.5
20260810,15,9,1-5-2,15.5
20260810,16,5,1-2-3,11.8
20260810,16,5,1-2-4,12.8
20260810,16,5,1-2-5,20.0
20260810,16,5,1-2-6,10.9
20260810,16,5,1-3-2,17.2
20260810,16,5,1-3-6,17.1
20260810,16,5,1-6-2,25.6
20260810,16,5,1-6-3,34.2
20260810,20,7,1-3-4,4.6
20260810,20,7,1-3-5,11.9
20260810,20,7,1-4-3,6.0
20260810,20,7,1-4-5,13.3
20260810,20,7,3-1-4,12.0
20260810,21,1,1-2-4,21.5
20260810,21,1,1-3-2,22.8
20260810,21,1,1-3-4,9.8
20260810,21,1,1-4-2,21.5
20260810,21,1,1-4-3,12.6
20260810,21,1,1-4-5,10.3
20260810,21,1,1-5-4,14.4
20260810,21,3,1-2-3,22.4
20260810,21,3,1-3-2,11.6
20260810,21,3,1-3-4,10.7
20260810,21,3,1-3-5,6.2
20260810,21,3,1-5-3,21.0
20260810,21,5,1-2-3,21.9
20260810,21,5,1-3-2,11.6
20260810,21,5,1-3-5,3.4
20260810,21,5,1-5-2,17.3
20260810,21,5,1-5-3,6.7
20260810,21,7,1-2-3,13.5
20260810,21,7,1-3-2,13.1
20260810,21,7,1-3-4,9.1
20260810,21,7,1-4-3,14.5
20260810,23,1,1-2-3,6.8
20260810,23,1,1-2-4,10.8
20260810,23,1,1-2-5,7.9
20260810,23,1,1-3-2,12.7
20260810,23,1,1-3-4,26.9
20260810,23,1,1-3-5,13.2
20260810,23,1,1-5-2,14.7
20260810,23,1,1-5-3,17.4
20260810,23,3,1-2-3,6.8
20260810,23,3,1-3-2,3.7
20260810,23,3,1-3-4,7.8
20260810,23,3,1-3-5,4.4
20260810,23,3,3-1-2,28.8
20260810,24,1,1-2-3,3.9
20260810,24,1,1-3-2,5.5
20260810,24,1,1-3-4,14.3
20260810,24,1,1-3-5,10.7
20260810,24,1,3-1-2,26.1
20260810,24,2,1-2-3,7.1
20260810,24,2,1-2-4,10.4
20260810,24,2,1-3-2,8.3
20260810,24,2,1-4-2,18.1
20260810,24,2,2-1-4,69.8
20260810,24,4,1-2-3,16.0
20260810,24,4,1-3-2,16.3
20260810,24,4,1-3-4,27.3
20260810,24,4,1-3-5,8.2
20260810,24,4,1-5-3,6.6
20260810,24,6,1-2-4,12.6
20260810,24,6,1-4-2,6.9
20260810,24,6,1-4-5,6.2
20260810,24,6,1-5-4,15.2
20260810,24,6,4-1-2,20.6
20260810,24,7,1-2-3,5.1
20260810,24,7,1-2-4,5.4
20260810,24,7,1-3-2,12.7
20260810,24,7,1-4-2,10.7
20260810,24,7,2-1-3,18.1
20260811,01,6,1-2-3,10.5
20260811,01,6,1-2-4,17.1
20260811,01,6,1-2-5,24.4
20260811,01,6,1-3-2,8.4
20260811,01,6,1-3-4,10.9
20260811,01,6,1-3-5,9.6
20260811,01,6,1-4-2,24.2
